Geneid,sorted.step1.CH8_hisat2_B20_C.bam,sorted.step1.CH36_hisat2_B20_C.bam,sorted.step1.CH64_hisat2_B20_C.bam,sorted.step1.CH5_hisat2_B20_EAB.bam,sorted.step1.CH33_hisat2_B20_EAB.bam,sorted.step1.CH125_hisat2_B20_EAB.bam
FRAEX38873_v2_000066640,5,0,0,0,0,9
FRAEX38873_v2_000066650,0,0,0,0,0,0
FRAEX38873_v2_000066660,0,0,0,1,0,0
FRAEX38873_v2_000066670,9528,8539,18323,17447,27927,28132
FRAEX38873_v2_000066680,223,159,133,169,177,113
FRAEX38873_v2_000066690,514,534,748,848,1184,1425
FRAEX38873_v2_000066700,2218,2147,2895,2491,2064,2557
FRAEX38873_v2_000066710,733,606,627,996,1355,1084
FRAEX38873_v2_000066720,1,0,9,2,0,3
FRAEX38873_v2_000066730,152,134,155,262,414,322
FRAEX38873_v2_000066740,2246,2256,2217,2213,1293,1099
FRAEX38873_v2_000066750,142,24,41,88,1,343
FRAEX38873_v2_000066760,4,27,8,35,21,4
FRAEX38873_v2_000066770,27,80,26,37,242,170
FRAEX38873_v2_000066780,877,861,585,658,762,537
FRAEX38873_v2_000066790,850,1042,1020,990,1000,938
FRAEX38873_v2_000066800,12,86,187,260,0,27
FRAEX38873_v2_000400990,19,75,14,50,39,32
FRAEX38873_v2_000401000,7,42,2,10,15,8
FRAEX38873_v2_000401010,3,20,2,11,11,8
FRAEX38873_v2_000074590,503,504,552,653,1021,865
FRAEX38873_v2_000074600,0,0,8,32,17,37
FRAEX38873_v2_000074610,3,0,3,0,0,2
FRAEX38873_v2_000074620,156,80,210,154,1685,3935
FRAEX38873_v2_000074630,882,626,482,1561,2236,2611
FRAEX38873_v2_000074640,7,27,34,22,30,44
FRAEX38873_v2_000074650,5,68,39,27,4,17
FRAEX38873_v2_000074660,425,376,459,400,324,298
FRAEX38873_v2_000074670,0,0,0,0,0,0
FRAEX38873_v2_000074680,114,141,248,1963,418,152
FRAEX38873_v2_000074690,0,0,6,1,0,0
FRAEX38873_v2_000074700,25,51,122,70,117,89
FRAEX38873_v2_000074710,78,11,185,169,52,122
FRAEX38873_v2_000401020,0,0,0,0,5,0
FRAEX38873_v2_000083190,1140,859,1104,1127,1517,1482
FRAEX38873_v2_000083200,893,560,803,552,915,984
FRAEX38873_v2_000083210,708,650,952,889,966,1257
FRAEX38873_v2_000083220,207,220,184,283,603,763
FRAEX38873_v2_000083230,862,346,320,164,328,470
FRAEX38873_v2_000083240,0,0,0,0,0,0
FRAEX38873_v2_000083250,0,11,0,3,2,66
FRAEX38873_v2_000083260,0,0,0,0,0,0
FRAEX38873_v2_000083270,232,306,395,262,309,412
FRAEX38873_v2_000083280,0,0,0,0,0,0
FRAEX38873_v2_000083290,14,26,16,12,2,6
FRAEX38873_v2_000083300,1419,1514,1966,1718,2611,2153
FRAEX38873_v2_000083310,120,56,99,165,179,155
FRAEX38873_v2_000083320,7,0,29,5,6,17
FRAEX38873_v2_000083330,1518,1534,1613,1290,1149,1314
FRAEX38873_v2_000083340,3811,3780,4307,3141,2580,2317
FRAEX38873_v2_000083350,243,360,687,181,130,255
FRAEX38873_v2_000083360,440,342,417,293,319,713
FRAEX38873_v2_000083370,0,13,14,2,0,0
FRAEX38873_v2_000083380,152,145,335,169,128,106
FRAEX38873_v2_000083390,5866,4984,5390,6244,9136,8000
FRAEX38873_v2_000083400,30,69,146,121,27,27
FRAEX38873_v2_000083410,1513,1372,1511,1687,1298,1682
FRAEX38873_v2_000083420,721,605,715,487,675,383
FRAEX38873_v2_000083430,1195,1090,1538,3154,6535,7652
FRAEX38873_v2_000083440,16,24,0,6,57,92
FRAEX38873_v2_000083450,374,331,630,753,1059,1784
FRAEX38873_v2_000083460,650,608,757,866,845,1195
FRAEX38873_v2_000083470,100,69,145,192,151,237
FRAEX38873_v2_000083480,28,2,82,1,18,76
FRAEX38873_v2_000083490,34,26,33,107,90,78
FRAEX38873_v2_000083500,26,20,11,138,207,163
FRAEX38873_v2_000083510,4,12,14,45,20,30
FRAEX38873_v2_000090910,240,188,265,298,394,346
FRAEX38873_v2_000090920,59,469,2100,1623,791,1457
FRAEX38873_v2_000090930,263,245,223,335,444,362
FRAEX38873_v2_000090940,7,0,27,18,16,22
FRAEX38873_v2_000090950,15,10,45,21,20,23
FRAEX38873_v2_000090960,1362,1064,949,1558,1515,2008
FRAEX38873_v2_000090970,135,70,150,146,224,82
FRAEX38873_v2_000090980,1054,1558,2124,1082,66,228
FRAEX38873_v2_000090990,184,56,173,293,198,222
FRAEX38873_v2_000091000,12,5,12,64,45,6
FRAEX38873_v2_000091010,262,212,105,231,377,182
FRAEX38873_v2_000091020,392,538,569,428,450,435
FRAEX38873_v2_000091030,1582,2108,2077,3501,4729,7048
FRAEX38873_v2_000091040,421,284,475,995,938,1244
FRAEX38873_v2_000091050,730,973,690,1363,2119,1482
FRAEX38873_v2_000091060,295,286,264,258,302,302
FRAEX38873_v2_000091070,427,387,344,711,944,871
FRAEX38873_v2_000091080,41,145,81,204,19,28
FRAEX38873_v2_000091090,465,566,508,914,1049,694
FRAEX38873_v2_000091100,94,141,105,95,121,123
FRAEX38873_v2_000091110,566,475,499,747,955,1037
FRAEX38873_v2_000091120,57,38,24,14,123,21
FRAEX38873_v2_000091130,91,94,57,135,112,93
FRAEX38873_v2_000091140,78,108,149,190,92,136
FRAEX38873_v2_000091150,61,84,57,70,81,24
FRAEX38873_v2_000091160,1427,1901,1452,1645,1800,1574
FRAEX38873_v2_000091170,565,625,554,667,969,764
FRAEX38873_v2_000091180,5,4,26,14,8,17
FRAEX38873_v2_000091190,2,0,13,22,10,40
FRAEX38873_v2_000091200,53,172,350,14,95,10
FRAEX38873_v2_000091210,0,0,0,0,0,5
FRAEX38873_v2_000091220,87,75,65,78,205,72
FRAEX38873_v2_000091230,528,389,582,720,785,589
FRAEX38873_v2_000091240,899,374,633,584,397,637
FRAEX38873_v2_000091250,4,13,35,21,10,35
FRAEX38873_v2_000091260,68,197,290,130,260,403
FRAEX38873_v2_000091270,95,66,292,123,108,111
FRAEX38873_v2_000091280,2898,3135,3466,3126,5103,4338
FRAEX38873_v2_000091290,75,112,430,521,227,347
FRAEX38873_v2_000091300,0,0,0,7,0,1
FRAEX38873_v2_000091310,520,406,762,730,654,995
FRAEX38873_v2_000091320,1017,850,1183,2550,3725,4984
FRAEX38873_v2_000091330,0,11,0,0,0,1
FRAEX38873_v2_000091340,181,181,151,308,502,671
FRAEX38873_v2_000099230,676,491,612,741,1023,798
FRAEX38873_v2_000099240,39,12,25,85,707,79
FRAEX38873_v2_000099250,3,0,5,6,4,0
FRAEX38873_v2_000099260,129,95,145,165,112,90
FRAEX38873_v2_000099270,392,343,474,489,643,558
FRAEX38873_v2_000099280,84,68,129,102,87,108
FRAEX38873_v2_000099290,0,0,0,0,0,0
FRAEX38873_v2_000099300,0,8,3,3,4,6
FRAEX38873_v2_000099310,165,147,236,250,14,23
FRAEX38873_v2_000099320,39,115,117,34,34,23
FRAEX38873_v2_000099330,0,0,0,0,0,0
FRAEX38873_v2_000099340,463,357,513,471,378,325
FRAEX38873_v2_000099350,87,379,106,310,361,710
FRAEX38873_v2_000099360,33,48,35,73,97,208
FRAEX38873_v2_000099370,5,3,12,11,108,80
FRAEX38873_v2_000099380,433,281,310,333,259,257
FRAEX38873_v2_000099390,1,0,0,0,0,0
FRAEX38873_v2_000099400,181,224,271,314,280,262
FRAEX38873_v2_000099410,193,251,123,224,215,168
FRAEX38873_v2_000099420,350,427,459,544,148,175
FRAEX38873_v2_000099430,90,171,180,124,87,96
FRAEX38873_v2_000106980,0,7,15,0,9,5
FRAEX38873_v2_000106990,0,0,0,0,0,0
FRAEX38873_v2_000107000,0,0,0,1,0,0
FRAEX38873_v2_000107010,173,278,238,325,419,400
FRAEX38873_v2_000107020,28,31,49,13,8,65
FRAEX38873_v2_000107030,0,0,0,0,0,0
FRAEX38873_v2_000107040,0,0,0,0,0,0
FRAEX38873_v2_000107050,22,68,26,217,66,54
FRAEX38873_v2_000107060,0,0,0,0,0,0
FRAEX38873_v2_000107070,1242,531,295,307,773,327
FRAEX38873_v2_000107080,144,120,142,423,397,793
FRAEX38873_v2_000107090,7,10,6,166,103,262
FRAEX38873_v2_000107100,21,13,15,14,13,11
FRAEX38873_v2_000107110,1,0,21,51,3,14
FRAEX38873_v2_000107120,0,0,0,18,0,1
FRAEX38873_v2_000107130,100,17,102,64,15,56
FRAEX38873_v2_000107140,1982,1380,2098,1437,1487,1615
FRAEX38873_v2_000113770,0,0,0,0,0,0
FRAEX38873_v2_000113780,0,0,0,0,0,0
FRAEX38873_v2_000113790,1426,1144,1309,1531,1157,1329
FRAEX38873_v2_000113800,117,53,179,190,64,119
FRAEX38873_v2_000113810,2,0,14,0,1,5
FRAEX38873_v2_000113820,0,0,0,0,0,0
FRAEX38873_v2_000113830,607,334,92,39,26,1
FRAEX38873_v2_000113840,28,80,11,59,65,20
FRAEX38873_v2_000113850,0,0,0,0,0,0
FRAEX38873_v2_000113860,2067,5131,6369,7191,5325,1511
FRAEX38873_v2_000113870,3151,3096,3991,4615,3479,4615
FRAEX38873_v2_000113880,29,21,25,39,47,45
FRAEX38873_v2_000113890,164,104,59,196,170,120
FRAEX38873_v2_000113900,799,1007,796,834,1017,810
FRAEX38873_v2_000113910,12,30,59,39,9,23
FRAEX38873_v2_000113920,312,331,455,457,296,352
FRAEX38873_v2_000113930,3,0,0,34,33,9
FRAEX38873_v2_000113940,1196,992,1417,1196,717,982
FRAEX38873_v2_000113950,0,0,1,0,1,0
FRAEX38873_v2_000113960,761,842,889,878,990,940
FRAEX38873_v2_000113970,1230,1560,1350,1768,1924,1494
FRAEX38873_v2_000113980,4,0,0,2,17,2
FRAEX38873_v2_000113990,572,571,631,477,384,361
FRAEX38873_v2_000114000,95,85,135,145,29,83
FRAEX38873_v2_000114010,1572,1495,2011,1739,960,1303
FRAEX38873_v2_000114020,0,21,12,0,0,0
FRAEX38873_v2_000114030,0,0,10,1,0,1
FRAEX38873_v2_000114040,267,229,309,482,745,749
FRAEX38873_v2_000114050,0,9,3,22,5,0
FRAEX38873_v2_000114060,0,0,0,0,0,0
FRAEX38873_v2_000114070,1513,1642,1501,2234,3589,3457
FRAEX38873_v2_000114080,448,339,240,1323,1584,1024
FRAEX38873_v2_000401070,0,0,5,0,0,0
FRAEX38873_v2_000401080,576,1100,519,1144,1255,786
FRAEX38873_v2_000401090,525,1165,469,1168,1164,749
FRAEX38873_v2_000121240,158,90,175,110,36,26
FRAEX38873_v2_000121250,98,72,202,46,125,113
FRAEX38873_v2_000121260,171,117,156,292,366,551
FRAEX38873_v2_000121270,477,534,658,839,387,1102
FRAEX38873_v2_000121280,1293,595,961,1035,1338,1280
FRAEX38873_v2_000121290,869,1084,1155,1464,1271,1631
FRAEX38873_v2_000121300,11,0,9,27,39,24
FRAEX38873_v2_000121310,8,0,0,566,113,5
FRAEX38873_v2_000121320,121,113,163,131,124,182
FRAEX38873_v2_000121330,652,714,715,786,725,608
FRAEX38873_v2_000121340,2617,2713,2228,3966,2315,529
FRAEX38873_v2_000121350,884,702,1095,775,514,570
FRAEX38873_v2_000121360,3643,2637,3412,3311,2673,2512
FRAEX38873_v2_000121370,3,37,7,0,1,4
FRAEX38873_v2_000121380,271,353,303,410,396,583
FRAEX38873_v2_000121390,188,202,181,186,104,192
FRAEX38873_v2_000121400,0,0,0,6,0,0
FRAEX38873_v2_000121410,3322,1901,3121,2413,1537,1969
FRAEX38873_v2_000121420,847,966,914,1724,838,1185
FRAEX38873_v2_000121430,1,0,2,1,2,0
FRAEX38873_v2_000121440,7870,4371,7739,7306,5719,6639
FRAEX38873_v2_000121450,98,155,121,203,59,45
FRAEX38873_v2_000121460,903,667,1280,1150,1137,1330
FRAEX38873_v2_000121470,181,130,199,232,138,176
FRAEX38873_v2_000121480,335,357,427,505,456,653
FRAEX38873_v2_000121490,1629,1633,1898,2519,2920,3167
FRAEX38873_v2_000121500,19,1,22,78,152,99
FRAEX38873_v2_000121510,53,0,0,0,0,0
FRAEX38873_v2_000401100,205,549,181,233,361,190
FRAEX38873_v2_000401110,0,0,0,1,3,1
FRAEX38873_v2_000128420,12,33,25,44,22,10
FRAEX38873_v2_000128430,273,190,140,213,363,496
FRAEX38873_v2_000128440,274,233,272,225,313,281
FRAEX38873_v2_000128450,40,44,86,200,245,558
FRAEX38873_v2_000128460,356,425,390,861,1167,1394
FRAEX38873_v2_000128470,97,231,170,145,48,187
FRAEX38873_v2_000128480,1479,1278,1445,1513,1223,1220
FRAEX38873_v2_000128490,1442,1097,1526,1224,1132,1082
FRAEX38873_v2_000128500,802,885,1026,1690,2078,2442
FRAEX38873_v2_000128510,367,452,626,395,439,289
FRAEX38873_v2_000128520,198,329,136,362,513,262
FRAEX38873_v2_000128530,238,119,216,309,455,453
FRAEX38873_v2_000128540,152,137,53,126,205,100
FRAEX38873_v2_000128550,1854,2447,2584,2180,2063,1716
FRAEX38873_v2_000128560,299,512,494,602,434,639
FRAEX38873_v2_000128570,113,9,40,23,18,36
FRAEX38873_v2_000128580,0,13,1,4,0,0
FRAEX38873_v2_000128590,0,0,0,0,0,0
FRAEX38873_v2_000128600,4,0,0,5,1,1
FRAEX38873_v2_000128610,146,166,385,290,297,260
FRAEX38873_v2_000128620,0,0,0,0,0,0
FRAEX38873_v2_000128630,878,809,1133,1337,1623,1554
FRAEX38873_v2_000128640,1363,1208,1303,1187,1287,1290
FRAEX38873_v2_000128650,65,4,60,26,9,57
FRAEX38873_v2_000128660,9069,2086,560,2649,1218,352
FRAEX38873_v2_000128670,324,365,561,869,529,558
FRAEX38873_v2_000128680,308,259,293,361,473,341
FRAEX38873_v2_000128690,12,15,24,20,16,45
FRAEX38873_v2_000128700,62,61,44,213,237,180
FRAEX38873_v2_000128710,3092,3025,2949,3933,2572,3225
FRAEX38873_v2_000128720,185,150,206,189,147,198
FRAEX38873_v2_000128740,475,476,456,769,489,463
FRAEX38873_v2_000128750,383,729,3422,4139,1096,23179
FRAEX38873_v2_000128760,9402,5475,6947,10343,7636,9285
FRAEX38873_v2_000136590,10,0,4,9,2,36
FRAEX38873_v2_000136600,19,55,79,11,3,1
FRAEX38873_v2_000136610,50,53,122,31,21,2
FRAEX38873_v2_000136620,60,70,152,541,125,69
FRAEX38873_v2_000136640,9,9,8,82,105,10
FRAEX38873_v2_000136650,928,726,946,1408,1212,1301
FRAEX38873_v2_000136660,2004,2467,2413,3233,2426,2413
FRAEX38873_v2_000136670,0,0,0,0,0,0
FRAEX38873_v2_000136680,384,1019,700,2044,3950,2444
FRAEX38873_v2_000136690,14,28,20,19,0,0
FRAEX38873_v2_000136700,304,602,456,390,382,304
FRAEX38873_v2_000136710,731,759,802,1049,1118,1010
FRAEX38873_v2_000136720,8,27,4,0,0,13
FRAEX38873_v2_000401120,0,0,0,0,0,0
FRAEX38873_v2_000142540,1117,971,2468,807,2279,2557
FRAEX38873_v2_000142550,337,248,515,513,268,439
FRAEX38873_v2_000142560,2693,1763,3622,2011,1015,1799
FRAEX38873_v2_000142570,77,94,99,129,124,168
FRAEX38873_v2_000142580,310,274,180,425,373,187
FRAEX38873_v2_000142590,0,0,0,0,0,0
FRAEX38873_v2_000142600,1436,1192,1316,1629,1435,1319
FRAEX38873_v2_000142610,1816,1318,2405,1963,1223,1526
FRAEX38873_v2_000142620,0,0,1,4,5,7
FRAEX38873_v2_000142630,77,128,129,198,62,126
FRAEX38873_v2_000142640,601,1305,1147,1095,1580,1727
FRAEX38873_v2_000142650,740,530,1761,1597,1029,745
FRAEX38873_v2_000142660,1116,1233,1476,1102,1154,848
FRAEX38873_v2_000142670,342,245,229,285,255,64
FRAEX38873_v2_000142680,200,119,187,337,217,317
FRAEX38873_v2_000149280,0,0,0,0,0,0
FRAEX38873_v2_000149290,6,4,19,8,4,10
FRAEX38873_v2_000156350,515,287,529,512,387,403
FRAEX38873_v2_000156360,62,34,69,97,228,149
FRAEX38873_v2_000156370,2050,1991,2145,2477,2593,2568
FRAEX38873_v2_000156380,87,200,134,54,68,71
FRAEX38873_v2_000156390,281,412,417,466,445,496
FRAEX38873_v2_000156400,251,171,193,203,223,267
FRAEX38873_v2_000156410,138,114,207,175,121,156
FRAEX38873_v2_000156420,12,9,17,4,7,3
FRAEX38873_v2_000156430,11,3,6,12,7,4
FRAEX38873_v2_000156440,719,523,587,786,746,752
FRAEX38873_v2_000162730,2,0,0,10,0,0
FRAEX38873_v2_000162740,7,17,19,56,10,60
FRAEX38873_v2_000162750,4137,4013,4318,5753,9937,9542
FRAEX38873_v2_000162760,1210,1303,1435,1069,1225,1049
FRAEX38873_v2_000162770,1229,731,1345,1036,427,540
FRAEX38873_v2_000162780,0,0,0,0,0,0
FRAEX38873_v2_000162790,94,210,110,191,209,227
FRAEX38873_v2_000162800,18,13,6,74,108,101
FRAEX38873_v2_000162810,2592,1720,1874,1920,1467,1470
FRAEX38873_v2_000162820,1,17,2,9,13,29
FRAEX38873_v2_000162830,52,48,42,23,28,9
FRAEX38873_v2_000162840,77,28,29,75,94,65
FRAEX38873_v2_000162860,0,0,0,0,0,0
FRAEX38873_v2_000162870,67,79,97,82,240,204
FRAEX38873_v2_000162880,1,0,2,3,5,0
FRAEX38873_v2_000162890,452,444,628,548,476,679
FRAEX38873_v2_000162900,110,29,102,107,95,115
FRAEX38873_v2_000162910,79,59,107,172,98,129
FRAEX38873_v2_000162920,16,18,33,20,32,18
FRAEX38873_v2_000162930,209,102,144,120,153,136
FRAEX38873_v2_000162940,19,25,71,416,56,173
FRAEX38873_v2_000162950,5,1,0,1,0,0
FRAEX38873_v2_000162960,26,10,32,131,180,62
FRAEX38873_v2_000162970,627,528,582,931,786,820
FRAEX38873_v2_000162980,98,151,65,5490,95108,309936
FRAEX38873_v2_000167690,3,0,0,0,1,1
FRAEX38873_v2_000167700,3,17,0,4,0,0
FRAEX38873_v2_000167710,1260,1494,1049,1264,1296,1023
FRAEX38873_v2_000167720,1641,1118,1714,2057,1781,1881
FRAEX38873_v2_000167730,1115,728,1418,1284,1067,926
FRAEX38873_v2_000167740,0,0,0,0,0,0
FRAEX38873_v2_000167750,1319,789,3142,1219,1481,1265
FRAEX38873_v2_000167760,1606,1768,2085,1860,734,1472
FRAEX38873_v2_000173440,536,546,860,458,560,357
FRAEX38873_v2_000173450,1203,832,1160,1050,964,1674
FRAEX38873_v2_000173460,659,773,805,798,729,1008
FRAEX38873_v2_000173480,432,593,574,402,614,454
FRAEX38873_v2_000173490,4,3,0,2,3,0
FRAEX38873_v2_000173500,80,54,54,105,31,69
FRAEX38873_v2_000173510,0,0,0,0,0,0
FRAEX38873_v2_000173520,0,0,0,0,0,0
FRAEX38873_v2_000173530,124,97,9,22,319,15
FRAEX38873_v2_000179670,150,222,428,456,365,158
FRAEX38873_v2_000179680,1094,678,1207,1202,1317,806
FRAEX38873_v2_000179690,192,81,68,223,289,405
FRAEX38873_v2_000179700,123,193,154,123,202,84
FRAEX38873_v2_000179710,2,0,0,0,2,2
FRAEX38873_v2_000179720,0,0,0,0,0,0
FRAEX38873_v2_000179730,126,110,150,221,210,227
FRAEX38873_v2_000179740,1259,810,1363,1258,1553,1483
FRAEX38873_v2_000179750,0,0,4,0,0,0
FRAEX38873_v2_000179760,6190,5372,6153,6901,8464,6498
FRAEX38873_v2_000179770,89,38,28,49,51,107
FRAEX38873_v2_000179780,16,54,141,81,78,90
FRAEX38873_v2_000179790,2663,701,224,290,547,463
FRAEX38873_v2_000179800,922,856,1145,807,609,704
FRAEX38873_v2_000179810,98,199,267,771,292,501
FRAEX38873_v2_000179820,0,0,0,0,0,0
FRAEX38873_v2_000184640,63,125,119,67,58,25
FRAEX38873_v2_000184650,0,0,0,0,0,0
FRAEX38873_v2_000184660,990,809,993,835,1312,1047
FRAEX38873_v2_000184670,0,0,0,0,0,3
FRAEX38873_v2_000184680,0,0,0,0,0,0
FRAEX38873_v2_000184690,116,97,148,1327,2307,1557
FRAEX38873_v2_000184700,0,0,0,0,0,0
FRAEX38873_v2_000184710,0,0,0,0,0,0
FRAEX38873_v2_000184720,46,105,446,299,18,212
FRAEX38873_v2_000184730,160,148,243,178,273,706
FRAEX38873_v2_000184740,0,0,0,0,0,0
FRAEX38873_v2_000190780,2138,1223,1332,582,730,407
FRAEX38873_v2_000190790,317,886,1519,756,294,1039
FRAEX38873_v2_000190800,332,337,467,491,347,483
FRAEX38873_v2_000190810,41,33,41,59,86,49
FRAEX38873_v2_000190820,1208,534,442,1452,4062,2640
FRAEX38873_v2_000190830,756,652,835,834,902,771
FRAEX38873_v2_000196010,1817,4157,2874,3347,2415,905
FRAEX38873_v2_000196020,234,158,335,307,193,202
FRAEX38873_v2_000196030,12,12,7,16,19,35
FRAEX38873_v2_000196040,706,687,665,760,561,723
FRAEX38873_v2_000196050,7,3,0,0,7,5
FRAEX38873_v2_000196060,23,11,18,42,60,44
FRAEX38873_v2_000196070,575,522,681,590,682,643
FRAEX38873_v2_000196080,5021,5923,4826,3146,1853,1557
FRAEX38873_v2_000196090,638,566,653,590,639,630
FRAEX38873_v2_000196100,54,3,15,40,1,68
FRAEX38873_v2_000196110,964,1904,2154,2810,3652,1679
FRAEX38873_v2_000202090,2911,2569,4215,3176,1478,2951
FRAEX38873_v2_000202100,6,6,10,0,3,3
FRAEX38873_v2_000202110,2904,2593,4313,2903,4091,4308
FRAEX38873_v2_000202120,1101,868,1081,1133,1055,1013
FRAEX38873_v2_000202130,0,0,0,0,0,1
FRAEX38873_v2_000202140,3316,2631,3450,4251,2612,2943
FRAEX38873_v2_000202150,18,53,179,15,3,129
FRAEX38873_v2_000202160,0,1,0,0,0,0
FRAEX38873_v2_000202170,361,142,240,440,545,215
FRAEX38873_v2_000202180,7781,7835,8371,7232,7580,5247
FRAEX38873_v2_000202190,168,137,137,104,75,86
FRAEX38873_v2_000202200,364,583,764,572,731,835
FRAEX38873_v2_000202210,1788,1914,1807,3523,4382,2552
FRAEX38873_v2_000202220,971,1010,720,404,739,770
FRAEX38873_v2_000202230,1243,1443,1841,1331,1031,1055
FRAEX38873_v2_000202240,563,268,304,366,350,889
FRAEX38873_v2_000202250,99,39,19,22,72,25
FRAEX38873_v2_000202260,247,28,85,56,82,42
FRAEX38873_v2_000202270,6276,4783,5120,7395,10887,7585
FRAEX38873_v2_000202280,12,8,11,1,4,2
FRAEX38873_v2_000202290,1714,1324,210,612,528,42
FRAEX38873_v2_000202300,8796,6981,4916,6504,4614,4369
FRAEX38873_v2_000202310,409,131,16,44,42,74
FRAEX38873_v2_000202320,385,190,147,314,1302,781
FRAEX38873_v2_000202330,117,190,169,292,244,215
FRAEX38873_v2_000202340,3,0,0,4,0,0
FRAEX38873_v2_000202350,59,47,32,46,56,85
FRAEX38873_v2_000202360,0,0,0,0,0,0
FRAEX38873_v2_000202370,1139,520,836,647,845,685
FRAEX38873_v2_000202380,2775,8824,6442,17633,17766,28107
FRAEX38873_v2_000206890,1808,1505,1871,3171,3199,2761
FRAEX38873_v2_000206900,441,551,561,579,856,811
FRAEX38873_v2_000206910,0,0,0,0,0,0
FRAEX38873_v2_000206920,0,0,0,0,0,0
FRAEX38873_v2_000206930,5615,2712,3351,4427,5160,3217
FRAEX38873_v2_000206940,1122,1120,1566,1101,973,1194
FRAEX38873_v2_000206950,352,430,654,1131,959,911
FRAEX38873_v2_000206960,3291,3372,4503,2093,1796,2830
FRAEX38873_v2_000206970,0,16,21,10,0,0
FRAEX38873_v2_000206980,324,303,340,342,459,449
FRAEX38873_v2_000212140,2,17,6,15,4,5
FRAEX38873_v2_000212150,8,0,0,1,2,2
FRAEX38873_v2_000212160,387,321,476,722,823,636
FRAEX38873_v2_000212170,1635,1549,1918,1727,2121,1833
FRAEX38873_v2_000212180,0,0,0,2,0,0
FRAEX38873_v2_000212190,45,32,103,472,94,225
FRAEX38873_v2_000212200,504,317,384,487,466,400
FRAEX38873_v2_000212230,543,555,671,578,580,548
FRAEX38873_v2_000212240,2154,1484,1148,2671,2389,2001
FRAEX38873_v2_000212250,1228,1016,1344,2070,3603,4158
FRAEX38873_v2_000217240,345,223,394,483,237,335
FRAEX38873_v2_000217250,10,0,22,7,0,3
FRAEX38873_v2_000217260,0,0,0,0,0,0
FRAEX38873_v2_000217270,223,120,341,355,184,233
FRAEX38873_v2_000217280,0,0,0,0,0,0
FRAEX38873_v2_000217290,0,0,0,0,0,0
FRAEX38873_v2_000217300,459,372,574,435,455,951
FRAEX38873_v2_000217310,349,333,500,603,428,617
FRAEX38873_v2_000217320,2,1,5,0,3,0
FRAEX38873_v2_000217330,4896,924,304,625,661,33
FRAEX38873_v2_000217340,263,173,226,214,267,264
FRAEX38873_v2_000217350,42,31,40,89,174,74
FRAEX38873_v2_000217360,506,433,638,526,431,544
FRAEX38873_v2_000221540,291,270,276,430,500,474
FRAEX38873_v2_000221550,816,917,758,607,538,416
FRAEX38873_v2_000221560,1025,1041,1378,1481,1163,1373
FRAEX38873_v2_000221570,352,32,47,38,0,294
FRAEX38873_v2_000221580,85,54,156,145,21,478
FRAEX38873_v2_000221590,0,0,0,0,0,0
FRAEX38873_v2_000221600,0,0,0,0,0,0
FRAEX38873_v2_000221610,531,424,376,400,415,397
FRAEX38873_v2_000221620,23,17,51,50,44,13
FRAEX38873_v2_000221630,581,552,686,569,563,661
FRAEX38873_v2_000221640,4239,3063,5671,4959,3909,5244
FRAEX38873_v2_000221650,89,31,67,86,116,96
FRAEX38873_v2_000221660,1,0,0,0,1,2
FRAEX38873_v2_000221670,0,0,0,0,0,0
FRAEX38873_v2_000221680,216,216,332,454,412,354
FRAEX38873_v2_000221690,169,381,328,431,339,502
FRAEX38873_v2_000221700,0,0,0,0,0,0
FRAEX38873_v2_000221710,25,55,50,49,3,91
FRAEX38873_v2_000221720,290,392,565,602,513,471
FRAEX38873_v2_000221730,189,146,198,241,415,622
FRAEX38873_v2_000221740,1137,1073,945,810,603,877
FRAEX38873_v2_000221750,84,186,136,63,88,76
FRAEX38873_v2_000221760,199,81,176,172,169,182
FRAEX38873_v2_000226980,4262,5161,2001,1949,3046,1573
FRAEX38873_v2_000226990,1556,1946,1530,1257,850,807
FRAEX38873_v2_000227000,163,146,190,151,101,241
FRAEX38873_v2_000227010,295,294,395,394,414,523
FRAEX38873_v2_000227020,801,576,925,576,404,418
FRAEX38873_v2_000227030,149,130,168,253,233,389
FRAEX38873_v2_000227040,5,0,1,4,42,0
FRAEX38873_v2_000227050,0,0,0,0,0,0
FRAEX38873_v2_000227060,3237,2725,2672,3846,6567,6358
FRAEX38873_v2_000227070,361,330,583,940,1975,2002
FRAEX38873_v2_000227080,80,104,122,209,276,189
FRAEX38873_v2_000227090,32,98,124,25,7,65
FRAEX38873_v2_000227100,20039,20441,17105,20849,13377,18421
FRAEX38873_v2_000227110,185,212,112,509,227,101
FRAEX38873_v2_000227120,5,13,36,12,13,17
FRAEX38873_v2_000227130,46,27,251,228,27,121
FRAEX38873_v2_000227140,178,84,552,1036,446,1419
FRAEX38873_v2_000227160,136,233,402,389,249,439
FRAEX38873_v2_000227170,8,0,2,9,0,6
FRAEX38873_v2_000227180,39,74,42,30,23,12
FRAEX38873_v2_000227190,0,0,0,0,2,0
FRAEX38873_v2_000227200,157,94,197,147,68,85
FRAEX38873_v2_000227210,1157,1383,1753,936,658,421
FRAEX38873_v2_000227220,87,47,38,51,14,10
FRAEX38873_v2_000227230,0,0,0,0,0,0
FRAEX38873_v2_000227240,123,202,176,213,356,317
FRAEX38873_v2_000227250,547,590,592,613,588,655
FRAEX38873_v2_000227260,36,52,2,39,67,34
FRAEX38873_v2_000227270,0,8,0,0,5,0
FRAEX38873_v2_000227280,0,0,0,0,3,30
