Geneid,sorted.step1.CH8_hisat2_B20_C.bam,sorted.step1.CH36_hisat2_B20_C.bam,sorted.step1.CH64_hisat2_B20_C.bam,sorted.step1.CH5_hisat2_B20_EAB.bam,sorted.step1.CH33_hisat2_B20_EAB.bam,sorted.step1.CH125_hisat2_B20_EAB.bam
FRAEX38873_v2_000232030,17,36,27,87,8,86
FRAEX38873_v2_000232040,165,156,182,255,357,278
FRAEX38873_v2_000232080,2244,2061,2273,2344,2596,2321
FRAEX38873_v2_000232090,939,1010,967,1058,1077,1014
FRAEX38873_v2_000232100,178,157,73,105,83,85
FRAEX38873_v2_000232110,0,0,0,0,0,0
FRAEX38873_v2_000232120,1,0,0,24,4,41
FRAEX38873_v2_000232130,840,426,609,778,758,1065
FRAEX38873_v2_000232140,0,0,0,0,0,0
FRAEX38873_v2_000232320,61,1,102,10,0,49
FRAEX38873_v2_000232330,5531,4971,4894,4739,6093,5923
FRAEX38873_v2_000232340,1,0,0,0,0,0
FRAEX38873_v2_000232350,0,7,9,18,16,6
FRAEX38873_v2_000232370,12,0,12,3,9,0
FRAEX38873_v2_000232380,46,75,65,80,61,100
FRAEX38873_v2_000232390,208,213,201,278,280,300
FRAEX38873_v2_000232420,0,0,0,0,0,0
FRAEX38873_v2_000232430,0,0,0,0,0,0
FRAEX38873_v2_000232440,0,0,4,57,0,1
FRAEX38873_v2_000232470,545,347,429,783,1321,1280
FRAEX38873_v2_000232580,355,324,278,309,322,237
FRAEX38873_v2_000232590,0,0,0,0,0,0
FRAEX38873_v2_000232600,0,0,0,4,0,1
FRAEX38873_v2_000232610,826,1145,1502,1073,601,1125
FRAEX38873_v2_000232620,1364,1016,1328,3465,5410,15283
FRAEX38873_v2_000232650,0,0,3,0,3775,6169
FRAEX38873_v2_000232660,4,30,31,11,27,13
FRAEX38873_v2_000232670,153,201,244,411,127,39
FRAEX38873_v2_000232680,2402,2046,2540,2470,1508,2024
FRAEX38873_v2_000232690,0,0,5,2,0,1
FRAEX38873_v2_000232730,693,657,1120,879,843,1364
FRAEX38873_v2_000232740,956,1393,2089,623,624,617
FRAEX38873_v2_000232750,356,188,231,223,261,223
FRAEX38873_v2_000232760,280,269,423,445,637,768
FRAEX38873_v2_000232770,18,26,46,56,18,32
FRAEX38873_v2_000232780,25,38,83,32,54,28
FRAEX38873_v2_000232800,0,0,0,0,0,0
FRAEX38873_v2_000232810,363,409,329,314,426,660
FRAEX38873_v2_000232910,0,0,0,0,0,0
FRAEX38873_v2_000232920,1572,1281,1869,2224,2100,1723
FRAEX38873_v2_000232930,3,0,9,11,31,24
FRAEX38873_v2_000232940,1878,1315,2122,2223,2475,2574
FRAEX38873_v2_000232950,379,407,485,438,424,443
FRAEX38873_v2_000232960,31,78,17,39,31,49
FRAEX38873_v2_000232970,94,49,43,243,357,257
FRAEX38873_v2_000232980,1,0,0,0,0,0
FRAEX38873_v2_000232990,5605,5012,7498,7973,7495,13273
FRAEX38873_v2_000233000,1118,1020,1358,884,827,586
FRAEX38873_v2_000233030,0,0,0,0,0,0
FRAEX38873_v2_000233040,571,820,130,164,139,82
FRAEX38873_v2_000233060,81,59,59,41,16,60
FRAEX38873_v2_000233070,80,115,117,125,28,98
FRAEX38873_v2_000233080,1,0,0,1,0,1
FRAEX38873_v2_000233090,8149,2034,2099,2229,3631,2461
FRAEX38873_v2_000233100,143,76,116,249,228,116
FRAEX38873_v2_000233110,71,69,43,80,74,66
FRAEX38873_v2_000233120,621,1022,1034,597,90,849
FRAEX38873_v2_000233130,0,0,0,0,0,0
FRAEX38873_v2_000233170,5,0,2,0,0,0
FRAEX38873_v2_000233190,284,210,336,621,661,537
FRAEX38873_v2_000233200,6091,5396,4236,8124,10844,13870
FRAEX38873_v2_000233210,195,142,147,149,138,112
FRAEX38873_v2_000233220,208,5,16,100,158,55
FRAEX38873_v2_000233240,843,340,95,47,291,102
FRAEX38873_v2_000233250,210,768,375,595,1587,377
FRAEX38873_v2_000233260,1422,1585,2432,3146,4980,5797
FRAEX38873_v2_000233270,83,55,60,58,38,44
FRAEX38873_v2_000233280,710,64,0,12,188,103
FRAEX38873_v2_000233290,144,88,166,141,231,111
FRAEX38873_v2_000233300,0,0,0,0,0,0
FRAEX38873_v2_000233330,1591,91,24,143,1609,458
FRAEX38873_v2_000233350,16,10,10,136,41,45
FRAEX38873_v2_000233390,0,0,0,0,0,0
FRAEX38873_v2_000233400,1387,1084,1230,1321,966,771
FRAEX38873_v2_000233410,155,199,216,130,125,90
FRAEX38873_v2_000233420,359,400,455,754,1355,1760
FRAEX38873_v2_000233430,361,436,720,648,593,437
FRAEX38873_v2_000233440,23,22,14,37,13,22
FRAEX38873_v2_000233470,0,0,0,0,0,0
FRAEX38873_v2_000233480,211,214,209,141,141,117
FRAEX38873_v2_000233500,188,130,153,201,173,244
FRAEX38873_v2_000233520,24,30,33,42,24,28
FRAEX38873_v2_000233530,194,53,111,141,39,47
FRAEX38873_v2_000233540,665,483,42,682,4265,821
FRAEX38873_v2_000233550,50,64,43,106,106,160
FRAEX38873_v2_000233560,2699,2468,2695,2608,3315,3044
FRAEX38873_v2_000233580,0,0,0,0,0,0
FRAEX38873_v2_000233610,5,58,8,9,4,5
FRAEX38873_v2_000233640,51,43,38,53,52,79
FRAEX38873_v2_000233660,949,770,1109,981,862,1038
FRAEX38873_v2_000233670,2,0,10,0,4,1
FRAEX38873_v2_000233680,589,637,899,729,654,735
FRAEX38873_v2_000233690,539,481,631,705,645,873
FRAEX38873_v2_000233770,2667,4427,3918,1605,2375,2088
FRAEX38873_v2_000233780,1258,1416,1550,1633,2374,2195
FRAEX38873_v2_000233790,1508,1088,3436,5152,4560,6806
FRAEX38873_v2_000233800,2186,2617,2868,1969,1181,1400
FRAEX38873_v2_000233810,568,640,771,972,890,1198
FRAEX38873_v2_000233820,284,620,353,522,813,349
FRAEX38873_v2_000233830,832,650,815,820,1404,1137
FRAEX38873_v2_000233860,591,1221,2114,887,686,681
FRAEX38873_v2_000234060,4,8,4,4,8,4
FRAEX38873_v2_000234080,349,312,318,431,664,574
FRAEX38873_v2_000234110,563,688,644,846,1319,829
FRAEX38873_v2_000234120,0,0,0,3,7,0
FRAEX38873_v2_000234170,1290,1532,1699,711,130,382
FRAEX38873_v2_000234180,736,440,299,159,356,298
FRAEX38873_v2_000234190,1766,594,139,165,170,103
FRAEX38873_v2_000234200,0,0,0,0,0,0
FRAEX38873_v2_000234210,1,3,8,37,9,20
FRAEX38873_v2_000234240,60,49,94,72,130,113
FRAEX38873_v2_000234420,110,75,165,244,145,237
FRAEX38873_v2_000234470,0,0,0,0,0,0
FRAEX38873_v2_000234480,0,43,146,37,9,26
FRAEX38873_v2_000234490,62,37,0,0,1,0
FRAEX38873_v2_000234500,383,353,1138,447,456,479
FRAEX38873_v2_000234510,101,253,242,862,381,172
FRAEX38873_v2_000234520,589,781,990,2184,1324,1080
FRAEX38873_v2_000234530,4,0,12,9,16,31
FRAEX38873_v2_000234540,0,0,0,0,0,0
FRAEX38873_v2_000234550,1275,2921,2560,3169,3833,2668
FRAEX38873_v2_000234560,4999,2263,1426,2817,5217,2523
FRAEX38873_v2_000234570,345,516,449,370,279,475
FRAEX38873_v2_000234580,0,0,4,3,0,0
FRAEX38873_v2_000234590,55,53,94,140,177,286
FRAEX38873_v2_000234600,0,0,0,1,0,0
FRAEX38873_v2_000234610,869,474,745,604,377,482
FRAEX38873_v2_000234820,0,0,0,0,0,0
FRAEX38873_v2_000234840,1,20,23,14,4,31
FRAEX38873_v2_000234850,14,5,45,71,143,150
FRAEX38873_v2_000234860,865,894,777,568,488,315
FRAEX38873_v2_000234880,187,157,238,137,159,115
FRAEX38873_v2_000234890,1379,1207,1083,1139,1237,1327
FRAEX38873_v2_000234900,0,0,0,0,0,0
FRAEX38873_v2_000234920,256,77,218,219,319,549
FRAEX38873_v2_000234930,17,22,46,27,0,13
FRAEX38873_v2_000234940,1039,1252,1081,988,495,609
FRAEX38873_v2_000234950,647,760,956,853,1058,1350
FRAEX38873_v2_000234960,3167,2702,2854,3233,3645,2076
FRAEX38873_v2_000234970,916,549,889,899,470,145
FRAEX38873_v2_000234980,1080,1678,2580,3537,4625,4708
FRAEX38873_v2_000235000,181,164,282,385,376,503
FRAEX38873_v2_000235010,21,3,0,14,0,18
FRAEX38873_v2_000235020,1148,1510,2287,841,408,670
FRAEX38873_v2_000235030,41,97,23,29,24,10
FRAEX38873_v2_000235040,0,0,0,0,0,0
FRAEX38873_v2_000235050,0,0,0,0,0,11
FRAEX38873_v2_000235060,7,18,24,18,29,33
FRAEX38873_v2_000235070,1313,937,1817,1444,794,1308
FRAEX38873_v2_000235080,2,0,0,0,3,0
FRAEX38873_v2_000235090,0,0,0,0,0,0
FRAEX38873_v2_000235100,1085,961,1216,1182,1207,1151
FRAEX38873_v2_000235110,370,367,531,621,578,429
FRAEX38873_v2_000235120,1201,2186,419,585,701,241
FRAEX38873_v2_000235130,47,185,93,137,213,62
FRAEX38873_v2_000235140,0,10,0,11,133,0
FRAEX38873_v2_000235150,0,0,0,0,0,0
FRAEX38873_v2_000235310,0,0,0,0,0,0
FRAEX38873_v2_000235320,2,14,3,232,986,299
FRAEX38873_v2_000235410,488,425,562,709,503,746
FRAEX38873_v2_000235420,0,0,0,0,0,0
FRAEX38873_v2_000235430,30,26,86,23,22,84
FRAEX38873_v2_000235440,0,0,0,0,0,0
FRAEX38873_v2_000235450,105,59,46,53,100,41
FRAEX38873_v2_000235460,8,7,19,53,47,40
FRAEX38873_v2_000235470,0,0,0,0,0,0
FRAEX38873_v2_000235480,3916,5849,5672,7790,4498,3836
FRAEX38873_v2_000235500,0,0,0,1,0,0
FRAEX38873_v2_000235510,73,138,22,618,907,308
FRAEX38873_v2_000235520,160,153,163,246,273,435
FRAEX38873_v2_000235530,5,29,15,45,53,13
FRAEX38873_v2_000235540,41,88,224,41,281,49
FRAEX38873_v2_000235550,842,642,667,1475,2237,1848
FRAEX38873_v2_000235560,1564,1654,1574,1638,1809,1175
FRAEX38873_v2_000235570,375,175,351,336,260,290
FRAEX38873_v2_000235580,0,2,1,0,0,2
FRAEX38873_v2_000235600,60,155,100,160,133,173
FRAEX38873_v2_000235610,0,0,0,2,0,0
FRAEX38873_v2_000235780,718,697,1236,1145,1373,1478
FRAEX38873_v2_000235790,12,13,25,12,28,23
FRAEX38873_v2_000235810,2,0,5,0,0,0
FRAEX38873_v2_000235820,191,333,67,248,580,272
FRAEX38873_v2_000235830,1933,2073,3149,1747,1554,977
FRAEX38873_v2_000235840,1176,1302,2619,1301,1186,1465
FRAEX38873_v2_000235850,57,14,4,21,23,9
FRAEX38873_v2_000235860,335,351,243,412,296,420
FRAEX38873_v2_000235870,509,35,40,27,59,7
FRAEX38873_v2_000235880,486,373,488,451,507,528
FRAEX38873_v2_000235890,454,498,1358,611,152,687
FRAEX38873_v2_000235900,477,436,576,548,480,446
FRAEX38873_v2_000235910,666,287,114,170,192,401
FRAEX38873_v2_000235920,1648,1225,1019,1580,2435,2363
FRAEX38873_v2_000235930,0,0,0,0,0,2
FRAEX38873_v2_000235940,2185,1681,2878,2399,1618,2133
FRAEX38873_v2_000236000,23,1,15,15,12,17
FRAEX38873_v2_000236010,96,77,79,141,77,135
FRAEX38873_v2_000236020,0,0,0,6,0,571
FRAEX38873_v2_000236030,727,599,884,1118,1011,1419
FRAEX38873_v2_000236050,471,358,660,620,337,602
FRAEX38873_v2_000236210,3,2,0,3,3,8
FRAEX38873_v2_000236230,0,0,10,1,10,82
FRAEX38873_v2_000236240,5,12,21,56,92,17
FRAEX38873_v2_000236250,821,599,787,986,1284,1534
FRAEX38873_v2_000236260,5,7,18,590,621,128
FRAEX38873_v2_000236270,470,849,1174,675,285,400
FRAEX38873_v2_000236280,3717,3604,2575,3083,5538,5416
FRAEX38873_v2_000236290,150,136,182,277,154,366
FRAEX38873_v2_000236300,1531,1435,1443,1437,1889,1255
FRAEX38873_v2_000236310,3,0,7,15,7,20
FRAEX38873_v2_000236320,934,1309,949,1034,1654,1584
FRAEX38873_v2_000236330,10,19,10,35,11,34
FRAEX38873_v2_000236350,182,134,87,162,172,78
FRAEX38873_v2_000236610,933,1296,1536,1172,439,684
FRAEX38873_v2_000236620,152,40,0,29,13,85
FRAEX38873_v2_000236640,3858,3605,4531,3959,3402,3495
FRAEX38873_v2_000236650,100,119,150,169,336,270
FRAEX38873_v2_000236660,96,93,134,240,120,233
FRAEX38873_v2_000236670,246,258,278,479,541,483
FRAEX38873_v2_000236680,192,168,199,178,236,146
FRAEX38873_v2_000236750,723,1636,1158,627,2019,524
FRAEX38873_v2_000236770,1418,1260,1091,1383,1515,1613
FRAEX38873_v2_000236780,101,179,793,249,145,223
FRAEX38873_v2_000236790,47,36,22,39,61,29
FRAEX38873_v2_000236840,203,152,442,256,152,230
FRAEX38873_v2_000236850,663,996,555,500,1142,779
FRAEX38873_v2_000236870,46,89,113,84,187,115
FRAEX38873_v2_000236880,175,73,272,182,232,163
FRAEX38873_v2_000236890,261,301,238,339,422,393
FRAEX38873_v2_000236900,355,309,456,271,304,1428
FRAEX38873_v2_000236910,3640,3351,4408,4626,8121,6033
FRAEX38873_v2_000236920,8356,7483,21223,10096,5991,7972
FRAEX38873_v2_000236930,0,0,0,0,0,0
FRAEX38873_v2_000236940,0,0,0,0,0,0
FRAEX38873_v2_000236950,181,156,206,186,264,174
FRAEX38873_v2_000237060,148,362,325,151,78,96
FRAEX38873_v2_000237080,0,0,0,0,0,0
FRAEX38873_v2_000237090,0,0,0,0,0,0
FRAEX38873_v2_000237120,18,2,52,62,38,29
FRAEX38873_v2_000237130,310,298,270,216,293,334
FRAEX38873_v2_000237140,178,238,426,386,355,367
FRAEX38873_v2_000237150,15,13,0,13,27,3
FRAEX38873_v2_000237160,185,237,159,276,377,308
FRAEX38873_v2_000237170,8074,9741,6832,25465,36468,25652
FRAEX38873_v2_000237200,0,0,9,0,0,14
FRAEX38873_v2_000237210,7892,7013,14183,6960,7575,15185
FRAEX38873_v2_000237220,990,605,406,715,1872,214
FRAEX38873_v2_000237230,176,72,103,36,54,34
FRAEX38873_v2_000237240,631,742,881,801,751,1164
FRAEX38873_v2_000237260,713,642,555,509,515,458
FRAEX38873_v2_000237350,801,879,896,1791,1639,1762
FRAEX38873_v2_000237360,0,0,0,3,0,5
FRAEX38873_v2_000237370,394,540,703,907,789,668
FRAEX38873_v2_000237390,1104,1072,1286,1415,1829,1861
FRAEX38873_v2_000237400,2,0,0,5,21,0
FRAEX38873_v2_000237410,4898,2804,3391,4101,2609,2792
FRAEX38873_v2_000237420,789,1044,1540,673,190,316
FRAEX38873_v2_000237430,382,443,407,493,510,451
FRAEX38873_v2_000237440,242,211,322,192,150,149
FRAEX38873_v2_000237450,445,223,129,233,217,137
FRAEX38873_v2_000237460,98,80,116,106,66,105
FRAEX38873_v2_000237510,0,11,15,0,0,0
FRAEX38873_v2_000237520,1598,1318,1757,1917,2224,1715
FRAEX38873_v2_000237530,0,0,0,1,0,0
FRAEX38873_v2_000237540,242,249,178,172,91,84
FRAEX38873_v2_000237550,189,97,142,142,126,86
FRAEX38873_v2_000237570,65,35,52,73,54,17
FRAEX38873_v2_000237580,61,28,72,122,73,72
FRAEX38873_v2_000237590,7,0,0,3,7,2
FRAEX38873_v2_000237600,710,890,914,907,792,844
FRAEX38873_v2_000237610,14,26,8,28,65,0
FRAEX38873_v2_000237620,1701,1211,1772,2237,1961,1561
FRAEX38873_v2_000237630,270,347,347,585,603,646
FRAEX38873_v2_000237650,0,0,0,0,0,0
FRAEX38873_v2_000237660,0,3,0,0,0,0
FRAEX38873_v2_000237790,12,16,10,35,9,8
FRAEX38873_v2_000237800,33,40,48,26,11,10
FRAEX38873_v2_000237820,2955,2417,3077,3533,3357,3495
FRAEX38873_v2_000237830,19,111,72,57,31,36
FRAEX38873_v2_000237840,0,0,0,0,0,0
FRAEX38873_v2_000237850,50,24,63,21,30,11
FRAEX38873_v2_000237860,86,82,121,124,348,362
FRAEX38873_v2_000237870,0,7,0,0,0,0
FRAEX38873_v2_000237880,0,0,0,0,2,0
FRAEX38873_v2_000237890,255,222,135,190,234,358
FRAEX38873_v2_000237910,821,1034,983,1113,1656,1439
FRAEX38873_v2_000237920,1146,954,1337,1385,1169,1177
FRAEX38873_v2_000237930,0,0,0,7,6,6
FRAEX38873_v2_000237940,990,989,1499,784,703,2013
FRAEX38873_v2_000237950,1,0,12,0,0,0
FRAEX38873_v2_000237960,395,282,587,746,550,670
FRAEX38873_v2_000237970,265,236,198,288,270,207
FRAEX38873_v2_000237980,10334,10189,12623,12935,8317,10500
FRAEX38873_v2_000237990,1308,1329,1589,2463,2805,2722
FRAEX38873_v2_000238000,5,10,18,42,19,21
FRAEX38873_v2_000238010,797,2170,964,164,24,14
FRAEX38873_v2_000238020,773,715,830,760,521,557
FRAEX38873_v2_000238030,20789,23901,23278,30682,33265,27660
FRAEX38873_v2_000238040,254,109,208,342,309,175
FRAEX38873_v2_000238050,69,42,60,40,16,31
FRAEX38873_v2_000238060,337,273,237,185,105,144
FRAEX38873_v2_000238070,253,160,350,143,205,468
FRAEX38873_v2_000238080,62,66,29,68,107,41
FRAEX38873_v2_000238090,6,0,6,45,11,13
FRAEX38873_v2_000238100,8,7,23,0,0,5
FRAEX38873_v2_000238110,14,26,19,4,1,0
FRAEX38873_v2_000238120,45,422,71,242,26,123
FRAEX38873_v2_000238130,0,0,0,445,40,124
FRAEX38873_v2_000238140,6,24,30,79,61,28
FRAEX38873_v2_000238150,2,7,0,1608,1124,6781
FRAEX38873_v2_000238230,0,0,0,0,0,0
FRAEX38873_v2_000238240,8048,3457,407,1447,3726,885
FRAEX38873_v2_000238250,0,0,0,0,0,0
FRAEX38873_v2_000238260,910,825,1017,1223,1185,796
FRAEX38873_v2_000238270,353,221,560,457,283,439
FRAEX38873_v2_000238280,612,212,636,484,247,382
FRAEX38873_v2_000238310,0,0,0,0,0,0
FRAEX38873_v2_000238320,486,466,427,615,549,567
FRAEX38873_v2_000238330,285,305,455,709,742,1137
FRAEX38873_v2_000238340,686,370,519,479,212,353
FRAEX38873_v2_000238350,842,777,1133,1230,1109,998
FRAEX38873_v2_000238360,479,418,488,406,432,366
FRAEX38873_v2_000238370,593,613,563,539,503,604
FRAEX38873_v2_000238390,28,63,88,223,53,158
FRAEX38873_v2_000238400,8,5,8,390,131,32
FRAEX38873_v2_000238410,0,0,0,0,0,0
FRAEX38873_v2_000238420,186,123,207,284,863,525
FRAEX38873_v2_000238430,597,460,1223,3866,2806,3901
FRAEX38873_v2_000238440,22,10,34,44,24,25
FRAEX38873_v2_000238610,0,4,6,0,1,0
FRAEX38873_v2_000238620,0,0,0,0,0,0
FRAEX38873_v2_000238630,68,69,0,3,20,4
FRAEX38873_v2_000238640,328,350,508,1331,1148,591
FRAEX38873_v2_000238650,390,421,403,626,704,522
FRAEX38873_v2_000238660,3074,1875,2909,2175,1980,2015
FRAEX38873_v2_000238670,704,817,1082,959,955,1156
FRAEX38873_v2_000238680,88,80,59,154,172,206
FRAEX38873_v2_000238690,2,1,0,25,10,8
FRAEX38873_v2_000238700,168,136,22,92,11,2
FRAEX38873_v2_000238710,338,366,522,341,250,316
FRAEX38873_v2_000238750,82,83,97,71,76,72
FRAEX38873_v2_000238760,1009,905,855,1444,2470,2464
FRAEX38873_v2_000238770,887,778,1049,1167,1134,1405
FRAEX38873_v2_000238780,0,0,0,0,0,0
FRAEX38873_v2_000238800,166,275,195,437,875,723
FRAEX38873_v2_000238810,417,685,675,525,464,484
FRAEX38873_v2_000238820,496,455,550,433,512,468
FRAEX38873_v2_000238850,0,0,0,0,1,0
FRAEX38873_v2_000238860,0,0,0,0,0,0
FRAEX38873_v2_000238870,0,0,1,2,0,1
FRAEX38873_v2_000238880,0,2,0,1,0,0
FRAEX38873_v2_000238890,0,0,0,0,1,0
FRAEX38873_v2_000238900,0,0,0,0,0,0
FRAEX38873_v2_000238910,3016,3645,4685,7826,14558,12380
FRAEX38873_v2_000238920,7,32,5,22,9,9
FRAEX38873_v2_000238930,58,50,43,41,30,12
FRAEX38873_v2_000238940,350,448,368,571,443,94
FRAEX38873_v2_000238960,184,178,79,158,295,207
FRAEX38873_v2_000238970,407,361,340,380,540,604
FRAEX38873_v2_000239180,0,0,0,0,2,0
FRAEX38873_v2_000239190,978,629,1268,890,319,757
FRAEX38873_v2_000239200,197,199,169,230,368,294
FRAEX38873_v2_000239210,2,0,0,0,0,0
FRAEX38873_v2_000239220,1078,1237,1278,1273,1265,944
FRAEX38873_v2_000239230,0,0,0,0,2,0
FRAEX38873_v2_000239240,1893,1105,553,1933,2265,410
FRAEX38873_v2_000239250,0,0,0,0,0,0
FRAEX38873_v2_000239260,358,182,158,393,674,436
FRAEX38873_v2_000239270,2,0,5,4,25,2
FRAEX38873_v2_000239290,202,168,226,160,195,160
FRAEX38873_v2_000239300,524,570,770,711,585,540
FRAEX38873_v2_000239310,19,29,36,13,40,17
FRAEX38873_v2_000239320,149,101,149,110,49,114
FRAEX38873_v2_000239330,159,158,191,295,315,351
FRAEX38873_v2_000239340,0,0,0,0,0,0
FRAEX38873_v2_000239350,836,747,804,667,565,689
FRAEX38873_v2_000239360,426,408,644,522,448,690
FRAEX38873_v2_000239370,0,0,0,0,0,0
FRAEX38873_v2_000239380,97,130,87,194,44,64
FRAEX38873_v2_000239390,4,15,7,15,4,1
FRAEX38873_v2_000239400,259,1589,355,173,131,2
FRAEX38873_v2_000239410,694,906,1167,1008,587,776
FRAEX38873_v2_000239420,780,779,1156,778,883,684
FRAEX38873_v2_000239430,189,121,75,91,117,154
FRAEX38873_v2_000239440,0,0,0,0,0,0
FRAEX38873_v2_000239450,159,69,389,165,54,30
FRAEX38873_v2_000239460,0,0,0,0,0,0
FRAEX38873_v2_000239470,0,0,0,0,0,0
FRAEX38873_v2_000239480,0,0,0,7,11,3
FRAEX38873_v2_000239530,210,12,0,107,120,4
FRAEX38873_v2_000239540,792,464,864,821,880,999
FRAEX38873_v2_000239550,1137,1249,1285,1105,765,1419
FRAEX38873_v2_000239570,0,0,0,0,0,0
FRAEX38873_v2_000239590,2969,3236,3630,4183,5780,7404
FRAEX38873_v2_000239600,26,15,0,0,43,5
FRAEX38873_v2_000239810,378,431,602,636,449,693
FRAEX38873_v2_000239820,247,248,266,647,936,869
FRAEX38873_v2_000239830,0,0,0,0,0,0
FRAEX38873_v2_000239840,2633,2837,2089,3444,4345,3728
FRAEX38873_v2_000239850,1523,1433,1635,1564,1417,1374
FRAEX38873_v2_000239860,117,230,250,123,145,144
FRAEX38873_v2_000239870,288,115,210,249,240,127
FRAEX38873_v2_000239880,1,10,0,0,0,0
FRAEX38873_v2_000239900,838,749,845,846,729,734
FRAEX38873_v2_000239920,0,0,0,0,0,7
FRAEX38873_v2_000239930,11,25,52,64,97,76
FRAEX38873_v2_000240320,86,248,127,15,39,0
FRAEX38873_v2_000240330,0,0,7,0,0,0
FRAEX38873_v2_000240350,0,0,0,0,0,0
FRAEX38873_v2_000240360,1511,1208,1425,1857,1685,1739
FRAEX38873_v2_000240370,2,0,1,53,1,7
FRAEX38873_v2_000240380,139,124,148,125,129,132
FRAEX38873_v2_000240390,0,0,0,0,0,0
FRAEX38873_v2_000240410,0,0,0,0,0,0
FRAEX38873_v2_000240420,539,451,634,726,541,642
FRAEX38873_v2_000240440,1946,1559,2070,2923,2347,2134
FRAEX38873_v2_000240450,4396,2742,4197,4328,2713,2990
FRAEX38873_v2_000240460,1503,1455,2089,1716,1069,1378
FRAEX38873_v2_000240470,75,62,70,66,43,65
FRAEX38873_v2_000240480,0,0,0,0,0,0
FRAEX38873_v2_000240490,41,71,198,97,46,265
FRAEX38873_v2_000240500,90,28,99,134,104,127
FRAEX38873_v2_000240530,1004,1391,2243,2799,3716,4024
FRAEX38873_v2_000240540,1259,896,1300,932,859,869
FRAEX38873_v2_000240550,23,232,1248,535,104,431
FRAEX38873_v2_000240560,3337,4057,6690,3259,2925,3879
FRAEX38873_v2_000240570,0,0,0,0,0,0
FRAEX38873_v2_000240580,0,0,0,0,0,4
FRAEX38873_v2_000240590,42,38,40,36,63,21
FRAEX38873_v2_000240600,838,752,862,1131,1485,1233
FRAEX38873_v2_000240610,730,582,1139,1244,1086,989
FRAEX38873_v2_000240620,161,167,189,444,499,342
FRAEX38873_v2_000240630,0,0,0,0,0,0
FRAEX38873_v2_000240640,760,613,737,667,745,762
FRAEX38873_v2_000240650,2636,3698,4085,5614,4341,4592
FRAEX38873_v2_000240660,879,388,443,500,588,667
FRAEX38873_v2_000240670,2321,2797,3245,3170,2852,2085
FRAEX38873_v2_000240680,82,48,94,91,63,90
FRAEX38873_v2_000240690,1334,1338,1986,1697,1058,924
FRAEX38873_v2_000240880,357,303,321,273,288,318
FRAEX38873_v2_000240890,910,254,135,152,140,87
FRAEX38873_v2_000240900,1374,1067,1489,1434,797,1293
FRAEX38873_v2_000240920,8650,4360,4241,7239,6837,4665
FRAEX38873_v2_000240930,112,142,201,75,66,162
FRAEX38873_v2_000240940,152,39,86,81,15,428
FRAEX38873_v2_000240950,0,0,0,0,0,0
FRAEX38873_v2_000240960,0,0,0,0,0,0
FRAEX38873_v2_000240970,6,46,226,119,47,162
FRAEX38873_v2_000240990,4,3,323,215,15,966
FRAEX38873_v2_000241000,120,142,159,179,198,201
FRAEX38873_v2_000241010,2,0,0,0,0,0
FRAEX38873_v2_000241020,176,582,488,261,25,234
FRAEX38873_v2_000241030,21,3,16,26,16,21
FRAEX38873_v2_000241040,321,301,249,302,208,176
FRAEX38873_v2_000241070,1510,779,1777,1265,841,901
FRAEX38873_v2_000241100,154,147,104,155,190,242
FRAEX38873_v2_000241220,58,18,4,57,72,18
FRAEX38873_v2_000241230,241,193,323,517,330,425
FRAEX38873_v2_000241240,10,63,157,213,60,23
FRAEX38873_v2_000241250,164,137,378,433,278,498
FRAEX38873_v2_000241270,0,0,3,0,0,0
FRAEX38873_v2_000241280,3998,1572,1242,1903,4646,1545
FRAEX38873_v2_000241300,124,37,73,32,9,26
FRAEX38873_v2_000241310,0,6,5,0,0,0
FRAEX38873_v2_000241320,14,22,32,76,85,80
FRAEX38873_v2_000241330,18,17,20,38,17,17
FRAEX38873_v2_000241350,106,101,220,386,101,446
FRAEX38873_v2_000241360,32,62,0,12,37,26
FRAEX38873_v2_000241370,56,17,6,14,33,47
FRAEX38873_v2_000241400,0,0,4,0,0,0
FRAEX38873_v2_000241410,168,52,255,53,0,16
FRAEX38873_v2_000241430,0,0,1,18,24,9
FRAEX38873_v2_000241450,0,0,0,0,0,0
FRAEX38873_v2_000241460,0,0,0,0,0,0
FRAEX38873_v2_000241470,1,7,2,0,0,0
FRAEX38873_v2_000241480,0,4,21,0,0,12
FRAEX38873_v2_000241530,0,0,0,0,0,0
FRAEX38873_v2_000241540,0,0,0,0,0,0
FRAEX38873_v2_000241550,1835,2763,2526,3563,6881,5757
FRAEX38873_v2_000241560,192,165,186,163,154,157
FRAEX38873_v2_000241570,12,24,9,7,1,11
FRAEX38873_v2_000241580,150,60,128,108,68,93
FRAEX38873_v2_000241590,10,0,1,3,7,12
FRAEX38873_v2_000241600,886,675,860,1030,416,368
FRAEX38873_v2_000241610,2,13,9,0,0,0
FRAEX38873_v2_000241640,86,37,0,0,0,0
FRAEX38873_v2_000241650,2,5,4,0,1,1
FRAEX38873_v2_000241670,0,0,0,0,0,0
FRAEX38873_v2_000241710,1331,2434,1095,3886,4653,4547
FRAEX38873_v2_000241720,190,125,120,200,85,114
FRAEX38873_v2_000241820,35,26,49,35,30,23
FRAEX38873_v2_000241830,1509,2096,8310,3375,7822,11751
FRAEX38873_v2_000241840,14411,6163,11282,3097,1239,2107
