Geneid;c1;c2;c3;t1;t2;t3
FRAEX38873_v2_000074620;149;107;27;2346;1907;5461
FRAEX38873_v2_000074630;926;966;1375;1858;3952;1931
FRAEX38873_v2_000074640;14;39;35;46;23;30
FRAEX38873_v2_000074650;6;0;14;15;10;4
FRAEX38873_v2_000074660;858;868;922;579;626;524
FRAEX38873_v2_000074670;0;0;0;0;0;0
FRAEX38873_v2_000074680;82;177;143;378;124;947
FRAEX38873_v2_000074690;0;0;0;0;1;0
FRAEX38873_v2_000074700;80;111;84;142;117;84
FRAEX38873_v2_000074710;100;103;166;82;38;100
FRAEX38873_v2_000401020;0;3;0;0;1;2
FRAEX38873_v2_000083190;1016;1310;1063;1270;1150;1262
FRAEX38873_v2_000083200;997;482;1163;1496;2147;650
FRAEX38873_v2_000083210;403;511;722;797;769;885
FRAEX38873_v2_000083220;116;190;169;368;524;460
FRAEX38873_v2_000083230;285;213;338;638;405;379
FRAEX38873_v2_000083240;0;0;0;0;0;0
FRAEX38873_v2_000083250;0;1;64;67;1512;423
FRAEX38873_v2_000083260;0;2;11;0;0;0
FRAEX38873_v2_000083270;237;254;306;718;241;197
FRAEX38873_v2_000083280;0;0;0;0;0;0
FRAEX38873_v2_000083290;85;83;74;48;26;86
FRAEX38873_v2_000083300;1352;1428;1527;1936;2137;1842
FRAEX38873_v2_000083310;169;100;73;141;91;145
FRAEX38873_v2_000083320;56;1;77;0;0;6
FRAEX38873_v2_000083330;1699;1567;1642;873;1136;1025
FRAEX38873_v2_000083340;4668;3286;3894;3150;2259;3544
FRAEX38873_v2_000083350;192;217;178;167;161;113
FRAEX38873_v2_000083360;572;303;421;467;342;341
FRAEX38873_v2_000083370;4;0;5;4;6;3
FRAEX38873_v2_000083380;355;300;217;138;148;139
FRAEX38873_v2_000083390;7042;6325;5724;4143;5514;4640
FRAEX38873_v2_000083400;6;28;15;95;99;60
FRAEX38873_v2_000083410;2247;2114;1721;1478;1527;1520
FRAEX38873_v2_000083420;288;506;480;916;990;705
FRAEX38873_v2_000083430;1896;1619;2171;5315;7243;7802
FRAEX38873_v2_000083440;31;121;95;125;388;75
FRAEX38873_v2_000083450;581;650;505;946;1374;1215
FRAEX38873_v2_000083460;966;978;914;943;823;1013
FRAEX38873_v2_000083470;85;74;81;261;243;239
FRAEX38873_v2_000083480;78;13;17;90;30;42
FRAEX38873_v2_000083490;67;29;65;33;54;65
FRAEX38873_v2_000083500;81;119;108;120;261;161
FRAEX38873_v2_000083510;5;0;6;26;52;64
FRAEX38873_v2_000090910;441;443;252;174;172;249
FRAEX38873_v2_000090920;22;657;448;1996;2155;375
FRAEX38873_v2_000090930;299;238;261;277;373;334
FRAEX38873_v2_000090940;1;8;3;40;29;55
FRAEX38873_v2_000090950;31;3;11;3;8;18
FRAEX38873_v2_000090960;1382;1216;1438;1539;1907;1611
FRAEX38873_v2_000090970;38;68;68;55;57;63
FRAEX38873_v2_000090980;2881;229;1991;312;74;351
FRAEX38873_v2_000090990;258;251;207;163;223;212
FRAEX38873_v2_000091000;11;18;59;72;80;94
FRAEX38873_v2_000091010;174;178;170;167;147;128
FRAEX38873_v2_000091020;464;453;401;455;471;450
FRAEX38873_v2_000091030;3216;2693;2875;3527;4567;4753
FRAEX38873_v2_000091040;483;371;577;751;468;813
FRAEX38873_v2_000091050;1541;1001;1009;1372;1757;1500
FRAEX38873_v2_000091060;281;176;244;208;171;152
FRAEX38873_v2_000091070;531;392;326;384;572;500
FRAEX38873_v2_000091080;23;31;14;50;0;27
FRAEX38873_v2_000091090;615;529;389;726;726;1135
FRAEX38873_v2_000091100;87;87;126;74;61;120
FRAEX38873_v2_000091110;920;741;799;697;859;916
FRAEX38873_v2_000091120;0;14;3;13;213;17
FRAEX38873_v2_000091130;111;132;48;98;142;116
FRAEX38873_v2_000091140;165;89;75;185;122;238
FRAEX38873_v2_000091150;13;14;22;11;6;29
FRAEX38873_v2_000091160;1448;1596;2211;1376;1246;1152
FRAEX38873_v2_000091170;488;539;672;529;630;660
FRAEX38873_v2_000091180;0;11;3;70;40;51
FRAEX38873_v2_000091190;8;0;24;91;198;10
FRAEX38873_v2_000091200;36;87;51;65;94;18
FRAEX38873_v2_000091210;0;0;0;0;0;0
FRAEX38873_v2_000091220;18;46;172;208;88;90
FRAEX38873_v2_000091230;657;742;447;655;642;713
FRAEX38873_v2_000091240;525;320;383;365;347;355
FRAEX38873_v2_000091250;19;27;22;79;1552;182
FRAEX38873_v2_000091260;313;129;371;309;181;202
FRAEX38873_v2_000091270;269;181;101;322;88;183
FRAEX38873_v2_000091280;3968;3265;3624;3826;4009;3209
FRAEX38873_v2_000091290;85;71;204;601;528;509
FRAEX38873_v2_000091300;0;5;2;17;4;0
FRAEX38873_v2_000091310;773;974;778;904;801;955
FRAEX38873_v2_000091320;1139;1336;1809;3819;4343;3188
FRAEX38873_v2_000091330;0;8;0;0;1;2
FRAEX38873_v2_000091340;214;177;154;561;618;531
FRAEX38873_v2_000099230;781;879;845;642;971;705
FRAEX38873_v2_000099240;65;48;66;190;506;295
FRAEX38873_v2_000099250;14;20;27;49;34;44
FRAEX38873_v2_000099260;150;255;109;137;114;128
FRAEX38873_v2_000099270;347;547;446;660;718;544
FRAEX38873_v2_000099280;47;100;76;57;68;28
FRAEX38873_v2_000099290;0;0;0;0;0;0
FRAEX38873_v2_000099300;0;4;4;0;2;0
FRAEX38873_v2_000099310;25;94;43;188;79;262
FRAEX38873_v2_000099320;0;0;2;0;2;3
FRAEX38873_v2_000099330;0;0;0;0;0;0
FRAEX38873_v2_000099340;650;778;523;359;264;358
FRAEX38873_v2_000099350;62;535;152;665;110;456
FRAEX38873_v2_000099360;38;64;77;73;106;121
FRAEX38873_v2_000099370;0;0;2;36;32;42
FRAEX38873_v2_000099380;448;257;248;347;178;228
FRAEX38873_v2_000099390;0;0;0;0;0;0
FRAEX38873_v2_000099400;265;365;293;336;332;327
FRAEX38873_v2_000099410;87;127;151;111;153;141
FRAEX38873_v2_000099420;471;376;203;193;150;412
FRAEX38873_v2_000099430;152;141;161;61;31;45
FRAEX38873_v2_000106980;0;0;0;0;43;26
FRAEX38873_v2_000106990;0;0;0;0;0;0
FRAEX38873_v2_000107000;0;1;0;0;0;0
FRAEX38873_v2_000107010;248;335;276;656;617;483
FRAEX38873_v2_000107020;81;12;104;127;29;27
FRAEX38873_v2_000107030;1;0;0;0;0;0
FRAEX38873_v2_000107040;0;0;0;5;0;2
FRAEX38873_v2_000107050;394;49;97;26;164;94
FRAEX38873_v2_000107060;0;0;0;0;0;0
FRAEX38873_v2_000107070;557;486;248;259;260;282
FRAEX38873_v2_000107080;97;35;116;163;354;319
FRAEX38873_v2_000107090;5;10;15;269;287;527
FRAEX38873_v2_000107100;16;18;14;126;55;62
FRAEX38873_v2_000107110;0;1;0;1;8;45
FRAEX38873_v2_000107120;0;0;0;0;2;7
FRAEX38873_v2_000107130;108;55;41;25;20;47
FRAEX38873_v2_000107140;1154;1347;1029;1532;1194;1400
FRAEX38873_v2_000113770;0;0;0;0;0;0
FRAEX38873_v2_000113780;0;0;1;0;0;0
FRAEX38873_v2_000113790;1656;1358;1537;842;1134;1215
FRAEX38873_v2_000113800;164;92;192;98;125;138
FRAEX38873_v2_000113810;7;7;22;9;4;1
FRAEX38873_v2_000113820;0;0;0;0;1;0
FRAEX38873_v2_000113830;62;409;1090;0;0;0
FRAEX38873_v2_000113840;0;0;0;0;0;0
FRAEX38873_v2_000113850;1;0;0;0;0;1
FRAEX38873_v2_000113860;861;2880;2926;474;216;5141
FRAEX38873_v2_000113870;4330;3913;3780;3147;4031;3403
FRAEX38873_v2_000113880;31;4;7;4;11;13
FRAEX38873_v2_000113890;390;106;162;139;159;180
FRAEX38873_v2_000113900;1061;674;759;698;942;663
FRAEX38873_v2_000113910;41;17;0;0;2;5
FRAEX38873_v2_000113920;439;317;432;250;179;236
FRAEX38873_v2_000113930;7;0;1;11;7;127
FRAEX38873_v2_000113940;1060;856;1066;704;665;696
FRAEX38873_v2_000113950;0;0;0;0;0;2
FRAEX38873_v2_000113960;571;616;615;989;1329;1574
FRAEX38873_v2_000113970;1577;1396;1578;1456;1565;1391
FRAEX38873_v2_000113980;0;0;0;0;1;9
FRAEX38873_v2_000113990;1014;685;877;443;387;475
FRAEX38873_v2_000114000;141;150;169;48;72;109
FRAEX38873_v2_000114010;2123;1960;1556;1355;1341;1512
FRAEX38873_v2_000114020;4;2;2;9;0;6
FRAEX38873_v2_000114030;0;0;0;0;0;0
FRAEX38873_v2_000114040;380;464;333;662;936;738
FRAEX38873_v2_000114050;0;2;0;15;13;0
FRAEX38873_v2_000114060;0;0;0;0;0;0
FRAEX38873_v2_000114070;2573;2012;2138;1517;3205;2523
FRAEX38873_v2_000114080;287;249;156;617;1135;935
FRAEX38873_v2_000401070;0;0;0;0;0;0
FRAEX38873_v2_000401080;1105;3768;1660;378;567;635
FRAEX38873_v2_000401090;1101;2842;1813;338;671;518
FRAEX38873_v2_000121240;121;177;209;201;43;163
FRAEX38873_v2_000121250;45;91;106;221;306;90
FRAEX38873_v2_000121260;347;238;247;621;759;584
FRAEX38873_v2_000121270;229;167;376;357;240;221
FRAEX38873_v2_000121280;1212;1203;863;716;1231;1637
FRAEX38873_v2_000121290;1301;1557;1428;1197;1198;1230
FRAEX38873_v2_000121300;0;0;7;22;42;77
FRAEX38873_v2_000121310;6;0;9;94;51;85
FRAEX38873_v2_000121320;114;141;97;179;170;123
FRAEX38873_v2_000121330;662;801;666;784;782;706
FRAEX38873_v2_000121340;3029;1928;2201;805;718;2201
FRAEX38873_v2_000121350;1368;1484;1371;459;504;525
FRAEX38873_v2_000121360;2879;2345;3687;1847;1815;2116
FRAEX38873_v2_000121370;41;15;57;1;2;0
FRAEX38873_v2_000121380;114;155;126;207;127;272
FRAEX38873_v2_000121390;282;234;247;189;224;191
FRAEX38873_v2_000121400;0;0;0;0;0;0
FRAEX38873_v2_000121410;2933;2434;3349;1789;1622;1543
FRAEX38873_v2_000121420;2520;1987;1781;655;616;821
FRAEX38873_v2_000121430;0;0;0;0;0;0
FRAEX38873_v2_000121440;8514;5396;7541;3696;4121;4443
FRAEX38873_v2_000121450;107;166;216;67;44;129
FRAEX38873_v2_000121460;1197;1182;1066;1605;1472;1368
FRAEX38873_v2_000121470;195;222;247;168;143;139
FRAEX38873_v2_000121480;421;374;471;544;607;518
FRAEX38873_v2_000121490;2363;2379;2711;2800;3219;2934
FRAEX38873_v2_000121500;0;2;5;86;26;104
FRAEX38873_v2_000121510;3;0;0;0;0;0
FRAEX38873_v2_000401100;256;825;333;239;294;271
FRAEX38873_v2_000401110;0;9;0;0;0;0
FRAEX38873_v2_000128420;47;17;25;13;20;25
FRAEX38873_v2_000128430;312;262;274;480;388;447
FRAEX38873_v2_000128440;1130;714;715;716;619;773
FRAEX38873_v2_000128450;66;55;211;641;843;369
FRAEX38873_v2_000128460;398;472;454;830;986;1155
FRAEX38873_v2_000128470;332;331;228;89;71;130
FRAEX38873_v2_000128480;1596;1269;1263;985;965;892
FRAEX38873_v2_000128490;1217;1517;1453;1387;1964;1484
FRAEX38873_v2_000128500;1243;1073;970;1925;2367;2223
FRAEX38873_v2_000128510;517;542;609;386;418;346
FRAEX38873_v2_000128520;296;349;281;307;504;464
FRAEX38873_v2_000128530;291;499;476;532;616;780
FRAEX38873_v2_000128540;129;755;628;772;694;87
FRAEX38873_v2_000128550;2742;2683;3783;2130;1642;1339
FRAEX38873_v2_000128560;711;477;560;286;402;384
FRAEX38873_v2_000128570;76;32;64;96;58;37
FRAEX38873_v2_000128580;0;1;5;0;0;0
FRAEX38873_v2_000128590;0;0;0;0;0;0
FRAEX38873_v2_000128600;0;0;0;4;1;4
FRAEX38873_v2_000128610;203;164;158;430;380;319
FRAEX38873_v2_000128620;0;0;0;0;0;0
FRAEX38873_v2_000128630;926;1164;1110;1653;2096;1444
FRAEX38873_v2_000128640;1511;1432;1647;1073;1434;1089
FRAEX38873_v2_000128650;44;35;24;16;11;26
FRAEX38873_v2_000128660;1797;950;1142;901;653;435
FRAEX38873_v2_000128670;846;549;395;449;862;377
FRAEX38873_v2_000128680;226;286;252;310;480;324
FRAEX38873_v2_000128690;82;63;60;38;47;62
FRAEX38873_v2_000128700;109;158;177;224;144;233
FRAEX38873_v2_000128710;3440;3438;4341;2726;2473;2612
FRAEX38873_v2_000128720;206;182;237;105;144;153
FRAEX38873_v2_000128740;699;513;485;456;491;532
FRAEX38873_v2_000128750;4920;1375;1492;23670;14687;21820
FRAEX38873_v2_000128760;7580;7705;6780;11884;11702;13847
FRAEX38873_v2_000136590;12;2;7;11;20;22
FRAEX38873_v2_000136600;3;14;19;8;2;0
FRAEX38873_v2_000136610;26;93;0;6;16;90
FRAEX38873_v2_000136620;16;60;30;55;34;116
FRAEX38873_v2_000136640;25;6;32;53;18;82
FRAEX38873_v2_000136650;1230;1242;1324;1361;1272;1601
FRAEX38873_v2_000136660;1971;2493;1743;1932;1770;2258
FRAEX38873_v2_000136670;0;0;0;0;0;0
FRAEX38873_v2_000136680;438;764;1158;1845;692;633
FRAEX38873_v2_000136690;10;8;0;15;4;7
FRAEX38873_v2_000136700;217;241;216;320;186;275
FRAEX38873_v2_000136710;1025;1049;988;887;920;882
FRAEX38873_v2_000136720;0;18;37;10;3;0
FRAEX38873_v2_000401120;0;0;1;0;0;0
FRAEX38873_v2_000142540;2274;1390;1951;1765;3107;2018
FRAEX38873_v2_000142550;283;300;300;303;202;341
FRAEX38873_v2_000142560;2449;1726;2320;2447;1642;1717
FRAEX38873_v2_000142570;86;136;68;160;165;121
FRAEX38873_v2_000142580;197;281;250;415;286;372
FRAEX38873_v2_000142590;0;0;0;0;0;0
FRAEX38873_v2_000142600;977;970;1007;1109;1046;1187
FRAEX38873_v2_000142610;2366;1736;2229;1180;1197;1270
FRAEX38873_v2_000142620;4;0;4;3;25;15
FRAEX38873_v2_000142630;148;127;76;116;39;192
FRAEX38873_v2_000142640;1167;1081;835;1262;1509;1363
FRAEX38873_v2_000142650;408;423;182;420;270;1357
FRAEX38873_v2_000142660;1133;1414;1533;1020;974;1035
FRAEX38873_v2_000142670;81;214;187;92;74;367
FRAEX38873_v2_000142680;358;377;418;210;191;366
FRAEX38873_v2_000149280;0;0;0;0;0;0
FRAEX38873_v2_000149290;12;4;10;4;1;0
FRAEX38873_v2_000156350;478;671;385;450;403;430
FRAEX38873_v2_000156360;19;26;28;115;90;139
FRAEX38873_v2_000156370;2068;1921;1516;889;1444;1539
FRAEX38873_v2_000156380;115;162;92;82;57;68
FRAEX38873_v2_000156390;350;409;288;305;412;425
FRAEX38873_v2_000156400;133;156;94;151;154;186
FRAEX38873_v2_000156410;117;151;159;124;171;208
FRAEX38873_v2_000156420;6;16;7;17;5;4
FRAEX38873_v2_000156430;0;7;1;12;2;17
FRAEX38873_v2_000156440;407;475;510;578;697;535
FRAEX38873_v2_000162730;3;0;0;5;15;9
FRAEX38873_v2_000162740;0;7;3;60;73;206
FRAEX38873_v2_000162750;3408;4829;3628;6991;6168;8193
FRAEX38873_v2_000162760;460;525;525;494;532;544
FRAEX38873_v2_000162770;494;342;376;165;175;288
FRAEX38873_v2_000162780;0;0;0;0;0;0
FRAEX38873_v2_000162790;30;40;23;59;61;114
FRAEX38873_v2_000162800;18;23;20;62;94;165
FRAEX38873_v2_000162810;2449;2339;2844;1392;1411;1776
FRAEX38873_v2_000162820;0;0;0;0;0;0
FRAEX38873_v2_000162830;23;6;14;14;3;9
FRAEX38873_v2_000162840;78;67;51;78;98;96
FRAEX38873_v2_000162860;0;0;0;0;0;0
FRAEX38873_v2_000162870;127;148;96;146;212;176
FRAEX38873_v2_000162880;6;4;7;3;0;11
FRAEX38873_v2_000162890;631;633;607;408;531;469
FRAEX38873_v2_000162900;104;108;67;106;67;140
FRAEX38873_v2_000162910;119;133;114;238;175;222
FRAEX38873_v2_000162920;66;70;72;11;62;44
FRAEX38873_v2_000162930;44;57;52;50;46;54
FRAEX38873_v2_000162940;11;63;167;366;78;161
FRAEX38873_v2_000162950;0;2;54;0;0;0
FRAEX38873_v2_000162960;0;3;0;138;114;197
FRAEX38873_v2_000162970;1313;1111;992;813;1039;855
FRAEX38873_v2_000162980;0;67;6507;31906;22243;34508
FRAEX38873_v2_000167690;0;0;0;26;4;2
FRAEX38873_v2_000167700;0;0;82;0;24;0
FRAEX38873_v2_000167710;1822;1303;1515;1223;1204;1262
FRAEX38873_v2_000167720;2594;2357;2514;1396;1944;1924
FRAEX38873_v2_000167730;925;1102;947;903;824;799
FRAEX38873_v2_000167740;0;0;0;0;0;0
FRAEX38873_v2_000167750;1878;1078;880;3555;2646;3846
FRAEX38873_v2_000167760;2553;2118;1789;860;1083;1047
FRAEX38873_v2_000173440;686;801;639;509;440;472
FRAEX38873_v2_000173450;1792;1236;1594;1149;1058;1155
FRAEX38873_v2_000173460;880;913;938;783;806;770
FRAEX38873_v2_000173480;682;751;646;424;506;500
FRAEX38873_v2_000173490;0;2;1;8;1;15
FRAEX38873_v2_000173500;127;116;125;65;44;80
FRAEX38873_v2_000173510;0;3;0;0;0;0
FRAEX38873_v2_000173520;0;0;0;0;0;0
FRAEX38873_v2_000173530;8;31;67;149;81;78
FRAEX38873_v2_000179670;120;172;264;369;81;324
FRAEX38873_v2_000179680;962;1575;1296;946;706;951
FRAEX38873_v2_000179690;120;80;201;514;650;289
FRAEX38873_v2_000179700;195;158;172;117;111;189
FRAEX38873_v2_000179710;0;0;0;56;206;5
FRAEX38873_v2_000179720;0;0;0;0;0;0
FRAEX38873_v2_000179730;39;87;102;151;103;177
FRAEX38873_v2_000179740;1014;1254;1017;1406;1595;1467
FRAEX38873_v2_000179750;0;0;0;1;0;0
FRAEX38873_v2_000179760;4210;4819;4845;3850;4312;6731
FRAEX38873_v2_000179770;122;4;75;56;69;24
FRAEX38873_v2_000179780;118;86;25;146;174;242
FRAEX38873_v2_000179790;675;721;221;967;578;976
FRAEX38873_v2_000179800;1071;1306;1194;689;614;634
FRAEX38873_v2_000179810;290;293;334;1600;606;571
FRAEX38873_v2_000179820;0;0;0;0;0;0
FRAEX38873_v2_000184640;367;411;95;164;182;144
FRAEX38873_v2_000184650;0;0;0;0;0;0
FRAEX38873_v2_000184660;910;769;507;1060;1377;1013
FRAEX38873_v2_000184670;0;1;0;0;0;2
FRAEX38873_v2_000184680;0;0;0;0;11;0
FRAEX38873_v2_000184690;78;321;139;2710;2101;1513
FRAEX38873_v2_000184700;0;0;0;0;0;0
FRAEX38873_v2_000184710;0;0;0;0;0;0
FRAEX38873_v2_000184720;109;122;72;78;3;43
FRAEX38873_v2_000184730;120;345;668;352;386;160
FRAEX38873_v2_000184740;0;0;0;0;0;0
FRAEX38873_v2_000190780;1213;1950;1355;1164;606;973
FRAEX38873_v2_000190790;289;442;784;951;223;556
FRAEX38873_v2_000190800;436;234;554;831;915;594
FRAEX38873_v2_000190810;78;32;51;65;96;95
FRAEX38873_v2_000190820;1872;1246;2000;8797;13056;7452
FRAEX38873_v2_000190830;0;2;0;0;0;0
FRAEX38873_v2_000196010;136;6624;393;2693;452;3519
FRAEX38873_v2_000196020;281;370;229;141;219;182
FRAEX38873_v2_000196030;27;17;12;29;68;68
FRAEX38873_v2_000196040;1089;800;744;537;614;742
FRAEX38873_v2_000196050;0;0;104;26;82;2
FRAEX38873_v2_000196060;25;54;40;40;63;52
FRAEX38873_v2_000196070;318;385;421;741;536;948
FRAEX38873_v2_000196080;8675;5830;6817;2944;1252;3646
FRAEX38873_v2_000196090;594;579;754;691;722;532
FRAEX38873_v2_000196100;71;43;58;27;45;35
FRAEX38873_v2_000196110;3009;1266;1414;5361;7326;5213
FRAEX38873_v2_000202090;2570;2013;2201;1499;667;2994
FRAEX38873_v2_000202100;0;2;4;3;0;0
FRAEX38873_v2_000202110;3007;2787;2390;3864;5392;4271
FRAEX38873_v2_000202120;1028;1429;1339;724;873;924
FRAEX38873_v2_000202130;0;0;0;0;0;0
FRAEX38873_v2_000202140;3358;2705;3250;2623;2388;2382
FRAEX38873_v2_000202150;32;52;51;41;39;71
FRAEX38873_v2_000202160;4;0;0;0;0;0
FRAEX38873_v2_000202170;345;235;233;119;211;401
FRAEX38873_v2_000202180;7725;8604;7742;5516;5738;5522
FRAEX38873_v2_000202190;158;133;89;57;51;108
FRAEX38873_v2_000202200;366;392;531;814;820;545
FRAEX38873_v2_000202210;1585;2145;1980;2915;3320;4404
FRAEX38873_v2_000202220;385;727;1707;843;544;462
FRAEX38873_v2_000202230;1411;1545;1125;909;1085;1050
FRAEX38873_v2_000202240;680;290;809;419;334;387
FRAEX38873_v2_000202250;37;19;61;203;69;36
FRAEX38873_v2_000202260;135;108;28;197;110;127
FRAEX38873_v2_000202270;7013;5331;5780;6050;6528;7548
FRAEX38873_v2_000202280;0;13;4;1;0;8
FRAEX38873_v2_000202290;873;553;917;191;68;658
FRAEX38873_v2_000202300;4988;5389;6555;2993;3219;2653
FRAEX38873_v2_000202310;236;253;439;191;164;45
FRAEX38873_v2_000202320;225;294;347;1555;2301;890
FRAEX38873_v2_000202330;137;167;100;405;144;324
FRAEX38873_v2_000202340;0;0;0;0;0;0
FRAEX38873_v2_000202350;66;106;61;62;105;76
FRAEX38873_v2_000202360;2;6;27;3;3;1
FRAEX38873_v2_000202370;778;937;794;976;1143;807
FRAEX38873_v2_000202380;8128;8588;13121;10025;6615;20333
FRAEX38873_v2_000206890;1707;2170;1739;2530;2895;2700
FRAEX38873_v2_000206900;582;460;495;718;783;788
FRAEX38873_v2_000206910;0;0;0;0;0;0
FRAEX38873_v2_000206920;0;0;0;0;0;0
FRAEX38873_v2_000206930;4693;5111;4381;2861;3596;3558
FRAEX38873_v2_000206940;1422;1319;1315;1071;1074;1079
FRAEX38873_v2_000206950;709;598;188;927;961;915
FRAEX38873_v2_000206960;1895;3098;5290;1735;1019;1436
FRAEX38873_v2_000206970;5;0;30;0;0;1
FRAEX38873_v2_000206980;222;194;144;205;265;258
FRAEX38873_v2_000212140;0;13;16;108;268;39
FRAEX38873_v2_000212150;6;11;2;8;2;4
FRAEX38873_v2_000212160;577;469;558;789;874;814
FRAEX38873_v2_000212170;1718;2141;2595;2200;2053;1991
FRAEX38873_v2_000212180;0;0;0;5;1;10
FRAEX38873_v2_000212190;48;59;17;662;329;744
FRAEX38873_v2_000212200;617;542;614;455;559;429
FRAEX38873_v2_000212230;505;351;412;902;340;591
FRAEX38873_v2_000212240;1212;1516;1405;2089;1621;2333
FRAEX38873_v2_000212250;1631;1341;1611;2123;3850;3053
FRAEX38873_v2_000217240;403;291;325;178;225;289
FRAEX38873_v2_000217250;0;0;0;0;3;0
FRAEX38873_v2_000217260;0;0;0;0;7;2
FRAEX38873_v2_000217270;513;257;336;365;409;356
FRAEX38873_v2_000217280;0;0;0;0;0;0
FRAEX38873_v2_000217290;0;0;0;0;0;0
FRAEX38873_v2_000217300;708;387;509;526;611;466
FRAEX38873_v2_000217310;466;408;320;284;441;369
FRAEX38873_v2_000217320;0;1;3;0;2;3
FRAEX38873_v2_000217330;1088;575;400;119;128;537
FRAEX38873_v2_000217340;192;134;254;470;343;262
FRAEX38873_v2_000217350;41;36;28;144;139;159
FRAEX38873_v2_000217360;861;796;621;536;827;636
FRAEX38873_v2_000221540;402;402;310;436;502;465
FRAEX38873_v2_000221550;994;1026;1135;659;444;556
FRAEX38873_v2_000221560;1530;1325;1491;905;1018;1051
FRAEX38873_v2_000221570;1456;7;446;7;27;20
FRAEX38873_v2_000221580;159;62;248;107;86;127
FRAEX38873_v2_000221590;0;0;0;0;0;0
FRAEX38873_v2_000221600;0;0;0;0;0;0
FRAEX38873_v2_000221610;402;374;441;313;413;374
FRAEX38873_v2_000221620;6;9;10;16;4;40
FRAEX38873_v2_000221630;481;462;493;540;494;528
FRAEX38873_v2_000221640;5582;4292;4391;5725;4240;4754
FRAEX38873_v2_000221650;58;149;67;63;64;61
FRAEX38873_v2_000221660;0;1;4;2;0;0
FRAEX38873_v2_000221670;0;0;0;0;0;0
FRAEX38873_v2_000221680;193;359;278;585;385;433
FRAEX38873_v2_000221690;294;415;457;483;518;421
FRAEX38873_v2_000221700;0;0;0;0;0;0
FRAEX38873_v2_000221710;134;114;103;92;36;62
FRAEX38873_v2_000221720;513;509;411;485;525;633
FRAEX38873_v2_000221730;258;167;212;669;766;490
FRAEX38873_v2_000221740;2000;1602;1752;768;447;665
FRAEX38873_v2_000221750;149;79;113;102;78;78
FRAEX38873_v2_000221760;210;337;302;221;277;208
FRAEX38873_v2_000226980;2236;3327;10235;5453;1589;1707
FRAEX38873_v2_000226990;1419;1017;1220;579;435;614
FRAEX38873_v2_000227000;153;144;121;180;135;169
FRAEX38873_v2_000227010;388;486;412;436;527;513
FRAEX38873_v2_000227020;673;614;551;248;180;292
FRAEX38873_v2_000227030;210;105;172;272;203;264
FRAEX38873_v2_000227040;7;0;0;8;0;0
FRAEX38873_v2_000227050;0;0;0;0;0;0
FRAEX38873_v2_000227060;2484;2029;2391;2267;2972;2762
FRAEX38873_v2_000227070;590;909;943;1923;2752;1760
FRAEX38873_v2_000227080;96;101;112;116;146;212
FRAEX38873_v2_000227090;0;0;0;0;0;0
FRAEX38873_v2_000227100;22570;21005;16602;13773;15593;11990
FRAEX38873_v2_000227110;235;139;125;127;126;436
FRAEX38873_v2_000227120;0;3;7;6;11;21
FRAEX38873_v2_000227130;102;92;88;172;74;149
FRAEX38873_v2_000227140;238;51;63;660;706;1579
FRAEX38873_v2_000227160;232;276;172;379;345;305
FRAEX38873_v2_000227170;0;2;0;0;10;3
FRAEX38873_v2_000227180;190;175;101;116;68;135
FRAEX38873_v2_000227190;2;0;0;0;3;2
FRAEX38873_v2_000227200;36;42;54;2;14;20
FRAEX38873_v2_000227210;2410;2506;2645;2330;2118;1506
FRAEX38873_v2_000227220;59;61;3;19;4;62
FRAEX38873_v2_000227230;0;0;0;0;1;0
FRAEX38873_v2_000227240;17;46;10;124;93;184
FRAEX38873_v2_000227250;761;656;753;637;631;670
FRAEX38873_v2_000227260;152;83;46;715;361;232
FRAEX38873_v2_000227270;3;3;2;9;24;36
FRAEX38873_v2_000227280;0;0;1157;1729;7620;280
FRAEX38873_v2_000227290;12;4;2;7;5;7
FRAEX38873_v2_000227300;748;635;639;324;498;487
FRAEX38873_v2_000227310;10;35;44;287;749;163
FRAEX38873_v2_000231100;832;387;890;6768;6454;1955
FRAEX38873_v2_000231110;1237;1061;1077;960;823;1021
FRAEX38873_v2_000231120;1505;656;82;1565;927;1310
FRAEX38873_v2_000231130;0;0;0;0;0;0
FRAEX38873_v2_000231140;3;21;3;10;5;29
FRAEX38873_v2_000231150;2729;2450;2871;2533;2528;2271
FRAEX38873_v2_000231160;212;157;154;150;216;230
FRAEX38873_v2_000231170;6;4;0;51;30;82
FRAEX38873_v2_000231180;373;1421;601;1691;2507;2166
FRAEX38873_v2_000231190;0;101;121;633;1;20
FRAEX38873_v2_000231200;2146;1778;1454;1122;1175;1079
FRAEX38873_v2_000231210;752;570;485;588;733;744
FRAEX38873_v2_000231220;6;32;39;30;41;18
FRAEX38873_v2_000231230;3354;3808;666;3457;1026;2125
FRAEX38873_v2_000231240;28;10;9;17;5;5
FRAEX38873_v2_000231250;0;5;10;6;5;3
FRAEX38873_v2_000231260;501;342;356;142;169;289
FRAEX38873_v2_000231270;498;432;426;356;489;388
FRAEX38873_v2_000231280;215;145;154;196;252;130
FRAEX38873_v2_000231290;0;0;0;1;6;0
