Geneid;c1;c2;c3;t1;t2;t3
FRAEX38873_v2_000271650;0;0;0;0;1;0
FRAEX38873_v2_000271660;244;205;106;112;126;89
FRAEX38873_v2_000271810;72;151;609;37;174;157
FRAEX38873_v2_000271820;0;1;11;22;10;13
FRAEX38873_v2_000271960;146;312;1180;410;212;174
FRAEX38873_v2_000271970;1065;1329;1035;842;1586;985
FRAEX38873_v2_000271990;46;49;64;30;40;44
FRAEX38873_v2_000272030;0;0;0;0;0;0
FRAEX38873_v2_000272170;0;0;0;0;0;0
FRAEX38873_v2_000272270;0;0;0;0;0;2
FRAEX38873_v2_000272290;0;0;0;0;0;0
FRAEX38873_v2_000272310;381;346;342;271;383;381
FRAEX38873_v2_000272320;1615;7867;8572;5252;699;938
FRAEX38873_v2_000272330;22;15;13;4;15;12
FRAEX38873_v2_000272470;12;36;34;42;44;38
FRAEX38873_v2_000272480;15;4;11;118;45;26
FRAEX38873_v2_000272490;0;0;0;0;2;4
FRAEX38873_v2_000272500;0;0;0;0;0;0
FRAEX38873_v2_000272520;585;539;588;780;505;658
FRAEX38873_v2_000272580;5;6;16;0;1;7
FRAEX38873_v2_000272730;0;0;0;1;1;2
FRAEX38873_v2_000272770;0;0;0;1;0;0
FRAEX38873_v2_000272780;47;67;40;137;126;329
FRAEX38873_v2_000272790;0;0;0;0;0;0
FRAEX38873_v2_000272820;2;6;17;2;0;4
FRAEX38873_v2_000272870;111;65;78;20;50;39
FRAEX38873_v2_000272880;0;2;0;0;0;0
FRAEX38873_v2_000272890;0;0;0;0;0;0
FRAEX38873_v2_000272930;0;0;0;0;0;0
FRAEX38873_v2_000272940;39;36;31;55;47;42
FRAEX38873_v2_000272970;2;2;0;0;0;0
FRAEX38873_v2_000273270;0;0;0;0;0;0
FRAEX38873_v2_000273720;0;0;0;0;0;0
FRAEX38873_v2_000273940;0;3;0;0;0;0
FRAEX38873_v2_000273970;236;206;307;178;181;241
FRAEX38873_v2_000274010;209;180;255;62;77;107
FRAEX38873_v2_000274050;8;20;6;0;0;14
FRAEX38873_v2_000274060;9;44;20;96;42;40
FRAEX38873_v2_000274130;1747;1360;1377;3743;4312;2679
FRAEX38873_v2_000274140;35;21;55;208;83;134
FRAEX38873_v2_000274150;0;0;0;0;0;0
FRAEX38873_v2_000274220;14;0;23;82;2;0
FRAEX38873_v2_000274230;0;0;0;0;2;5
FRAEX38873_v2_000274500;35;26;32;33;25;27
FRAEX38873_v2_000274740;0;0;0;2;2;0
FRAEX38873_v2_000274770;1;1;5;3;1;1
FRAEX38873_v2_000274780;6;0;0;1;3;4
FRAEX38873_v2_000275360;130;57;149;150;151;120
FRAEX38873_v2_000275520;891;1006;1653;1474;1573;1205
FRAEX38873_v2_000275530;10;3;0;0;0;0
FRAEX38873_v2_000275540;4473;4196;4754;5473;5164;5171
FRAEX38873_v2_000275550;4228;3370;3934;2319;2725;2901
FRAEX38873_v2_000275560;47;45;56;121;212;324
FRAEX38873_v2_000275790;0;0;0;4;203;116
FRAEX38873_v2_000275820;0;0;0;0;0;0
FRAEX38873_v2_000275840;0;0;1;0;0;1
FRAEX38873_v2_000275910;552;310;323;467;614;583
FRAEX38873_v2_000275920;75;96;111;491;872;85
FRAEX38873_v2_000276040;0;4;0;12;0;27
FRAEX38873_v2_000276100;58;65;37;82;94;108
FRAEX38873_v2_000276110;0;0;0;47;41;16
FRAEX38873_v2_000276150;0;0;0;1;5;0
FRAEX38873_v2_000276160;7;8;8;1;5;1
FRAEX38873_v2_000276300;0;2;2;0;10;0
FRAEX38873_v2_000276330;1840;1745;1946;1991;2577;2275
FRAEX38873_v2_000276560;0;0;0;0;0;0
FRAEX38873_v2_000276600;0;0;67;705;453;478
FRAEX38873_v2_000276670;268;386;293;583;235;220
FRAEX38873_v2_000276680;6;2;2;4;1;2
FRAEX38873_v2_000276690;0;0;0;0;8;0
FRAEX38873_v2_000276710;0;0;0;0;0;0
FRAEX38873_v2_000276860;0;12;3;17;3;8
FRAEX38873_v2_000276910;129;250;113;68;102;85
FRAEX38873_v2_000276920;514;708;501;581;386;424
FRAEX38873_v2_000276930;88;117;135;124;102;120
FRAEX38873_v2_000277060;0;0;0;0;0;0
FRAEX38873_v2_000277120;91;43;89;43;11;5
FRAEX38873_v2_000277130;0;0;0;11;2;8
FRAEX38873_v2_000277150;0;0;5;0;0;0
FRAEX38873_v2_000277190;434;531;425;878;539;633
FRAEX38873_v2_000277200;505;525;560;429;414;440
FRAEX38873_v2_000277210;144;187;143;239;196;222
FRAEX38873_v2_000277220;0;0;0;0;1;0
FRAEX38873_v2_000277670;49;119;93;92;119;229
FRAEX38873_v2_000277680;919;1078;1026;988;1248;1234
FRAEX38873_v2_000277700;0;0;0;0;0;0
FRAEX38873_v2_000278270;46;53;63;25;39;30
FRAEX38873_v2_000278300;21;10;7;6;2;6
FRAEX38873_v2_000278440;8;8;18;24;3;13
FRAEX38873_v2_000278500;11;27;16;98;72;113
FRAEX38873_v2_000278510;990;641;625;525;543;643
FRAEX38873_v2_000278660;19;1;3;74;76;9
FRAEX38873_v2_000278690;41;55;32;66;32;190
FRAEX38873_v2_000278830;0;2;2;0;1;0
FRAEX38873_v2_000278940;0;0;0;0;0;0
FRAEX38873_v2_000279080;0;0;1;1;0;0
FRAEX38873_v2_000279650;0;5;2;13;17;7
FRAEX38873_v2_000279660;57;125;151;75;30;94
FRAEX38873_v2_000279680;0;1;1;0;0;0
FRAEX38873_v2_000279730;0;3;0;18;1;2
FRAEX38873_v2_000279740;560;2121;1201;2265;437;1245
FRAEX38873_v2_000279760;158;110;132;66;63;125
FRAEX38873_v2_000279800;10;1;13;29;21;28
FRAEX38873_v2_000279810;773;786;611;944;1187;1080
FRAEX38873_v2_000279820;490;437;419;617;605;804
FRAEX38873_v2_000279830;790;686;606;349;332;432
FRAEX38873_v2_000280130;0;1;1;0;0;3
FRAEX38873_v2_000280360;0;0;0;0;0;0
FRAEX38873_v2_000280500;0;0;0;1;1;1
FRAEX38873_v2_000280510;34;0;5;8;0;0
FRAEX38873_v2_000280520;705;823;768;750;797;830
FRAEX38873_v2_000280700;0;0;0;0;0;0
FRAEX38873_v2_000280710;2081;1293;844;2645;1234;3242
FRAEX38873_v2_000280850;2913;2270;3064;2830;3344;2775
FRAEX38873_v2_000280860;0;0;0;2;0;5
FRAEX38873_v2_000281190;1;7;0;0;6;0
FRAEX38873_v2_000281200;48;49;66;45;42;32
FRAEX38873_v2_000281210;0;6;6;0;1;8
FRAEX38873_v2_000281220;0;0;0;0;0;0
FRAEX38873_v2_000281260;0;0;0;0;0;0
FRAEX38873_v2_000281270;717;48;223;68;35;92
FRAEX38873_v2_000281730;0;0;0;0;0;0
FRAEX38873_v2_000281800;0;0;0;0;0;0
FRAEX38873_v2_000281890;103;34;45;70;42;54
FRAEX38873_v2_000281900;30;50;31;44;73;74
FRAEX38873_v2_000281910;120;100;50;273;314;292
FRAEX38873_v2_000281930;0;0;0;0;0;0
FRAEX38873_v2_000282120;0;0;0;0;2;10
FRAEX38873_v2_000282130;0;2;2;28;31;11
FRAEX38873_v2_000282140;15;26;46;60;49;48
FRAEX38873_v2_000282200;0;0;0;48;24;24
FRAEX38873_v2_000282320;0;4;0;8;10;7
FRAEX38873_v2_000282330;2;23;40;40;23;91
FRAEX38873_v2_000282340;3718;3469;3623;4200;5562;4971
FRAEX38873_v2_000282570;16;37;80;0;4;12
FRAEX38873_v2_000282580;0;0;0;0;0;0
FRAEX38873_v2_000282970;35;648;157;995;593;1852
FRAEX38873_v2_000283010;9;9;0;17;27;22
FRAEX38873_v2_000283020;4;0;0;0;0;5
FRAEX38873_v2_000283100;4;0;2;0;1;6
FRAEX38873_v2_000283110;0;0;0;0;0;0
FRAEX38873_v2_000283120;13;0;0;0;0;0
FRAEX38873_v2_000283130;14;14;10;37;21;15
FRAEX38873_v2_000283170;465;503;441;494;657;539
FRAEX38873_v2_000283270;2;0;5;0;1;3
FRAEX38873_v2_000283300;35;63;20;37;34;61
FRAEX38873_v2_000283570;0;0;0;1;1;0
FRAEX38873_v2_000283630;2;6;17;124;6;34
FRAEX38873_v2_000283670;10;127;45;32;0;2
FRAEX38873_v2_000283680;181;300;466;115;48;35
FRAEX38873_v2_000283940;213;163;155;34;14;21
FRAEX38873_v2_000283950;12;6;5;4;34;10
FRAEX38873_v2_000283970;0;0;0;0;0;0
FRAEX38873_v2_000283980;0;0;0;0;0;0
FRAEX38873_v2_000284310;0;0;0;2;0;5
FRAEX38873_v2_000284320;0;0;0;0;0;0
FRAEX38873_v2_000284330;86;84;133;146;107;78
FRAEX38873_v2_000284340;965;1131;1115;2261;2858;3134
FRAEX38873_v2_000284350;1905;1648;1841;1525;1735;1974
FRAEX38873_v2_000284360;46;50;31;32;26;44
FRAEX38873_v2_000284630;18;13;29;18;24;31
FRAEX38873_v2_000284640;4496;3759;3873;2752;4056;3199
FRAEX38873_v2_000284750;4349;4357;3760;1336;997;1496
FRAEX38873_v2_000284790;1395;1271;1273;555;522;425
FRAEX38873_v2_000284920;176;156;166;167;113;146
FRAEX38873_v2_000284930;0;0;0;0;0;0
FRAEX38873_v2_000284940;0;0;0;0;0;0
FRAEX38873_v2_000284950;477;346;348;236;295;312
FRAEX38873_v2_000284960;0;0;0;0;0;0
FRAEX38873_v2_000285400;0;0;0;0;0;0
FRAEX38873_v2_000285420;654;791;770;260;108;190
FRAEX38873_v2_000285430;10;7;1;34;13;116
FRAEX38873_v2_000285780;5;2;8;1;3;2
FRAEX38873_v2_000285790;19;35;50;22;21;25
FRAEX38873_v2_000285820;0;0;0;0;0;0
FRAEX38873_v2_000285840;164;185;155;301;243;304
FRAEX38873_v2_000285850;0;8;15;27;85;55
FRAEX38873_v2_000285870;11;22;41;3;2;2
FRAEX38873_v2_000285880;211;361;249;250;228;368
FRAEX38873_v2_000285890;3;4;5;1;3;2
FRAEX38873_v2_000286140;0;0;0;0;0;0
FRAEX38873_v2_000286230;7;12;0;27;29;59
FRAEX38873_v2_000286240;3748;4400;2362;7187;4304;6586
FRAEX38873_v2_000286250;25;71;72;121;64;128
FRAEX38873_v2_000286260;0;5;0;0;0;2
FRAEX38873_v2_000286380;3;0;3;0;0;4
FRAEX38873_v2_000286460;10;5;23;56;126;36
FRAEX38873_v2_000286810;1;0;0;0;0;0
FRAEX38873_v2_000286860;1;0;0;0;0;1
FRAEX38873_v2_000286930;0;0;0;0;0;0
FRAEX38873_v2_000287180;0;0;0;0;0;0
FRAEX38873_v2_000287280;0;0;21;0;1;0
FRAEX38873_v2_000287310;0;5;0;0;2;4
FRAEX38873_v2_000287320;82;106;58;76;66;64
FRAEX38873_v2_000287330;88;147;62;48;90;77
FRAEX38873_v2_000287350;3899;3497;4320;5470;345;3024
FRAEX38873_v2_000287500;0;0;0;0;0;0
FRAEX38873_v2_000287510;0;1;9;0;5;8
FRAEX38873_v2_000287600;129;467;343;113;71;733
FRAEX38873_v2_000288370;80;34;83;45;72;85
FRAEX38873_v2_000288380;0;0;0;0;0;0
FRAEX38873_v2_000288390;0;0;0;0;0;0
FRAEX38873_v2_000288400;608;444;702;249;428;330
FRAEX38873_v2_000288410;0;0;0;0;0;0
FRAEX38873_v2_000288420;0;0;0;0;0;0
FRAEX38873_v2_000288440;1;0;0;0;1;0
FRAEX38873_v2_000288460;4;2;1;0;2;0
FRAEX38873_v2_000288730;1067;1045;1154;813;864;686
FRAEX38873_v2_000288760;731;665;545;761;936;841
FRAEX38873_v2_000288780;0;0;0;0;0;0
FRAEX38873_v2_000288790;0;0;2;0;0;0
FRAEX38873_v2_000288800;3;6;7;5;6;179
FRAEX38873_v2_000288820;0;0;0;22;19;13
FRAEX38873_v2_000288950;0;0;0;0;0;0
FRAEX38873_v2_000288960;0;0;0;160;1580;7
FRAEX38873_v2_000288970;0;0;0;0;0;0
FRAEX38873_v2_000289130;16;11;22;21;38;18
FRAEX38873_v2_000289230;0;24;117;3410;2353;3859
FRAEX38873_v2_000289350;111;142;114;107;97;107
FRAEX38873_v2_000289370;0;0;0;0;3;0
FRAEX38873_v2_000289380;76;40;56;1;10;7
FRAEX38873_v2_000289440;0;0;0;0;0;0
FRAEX38873_v2_000289450;0;0;0;0;0;0
FRAEX38873_v2_000289470;2429;1931;2590;1862;1744;1862
FRAEX38873_v2_000289480;93;153;122;64;129;119
FRAEX38873_v2_000289490;0;0;11;34;0;4
FRAEX38873_v2_000289500;12;1;5;2;3;8
FRAEX38873_v2_000289540;6826;8662;12579;10306;4749;8782
FRAEX38873_v2_000289600;35;25;11;8;3;6
FRAEX38873_v2_000289610;576;985;834;1918;1309;2504
FRAEX38873_v2_000289730;27;25;45;8;0;1
FRAEX38873_v2_000289740;9;14;6;19;28;21
FRAEX38873_v2_000289800;848;4740;1255;1336;1410;7686
FRAEX38873_v2_000289910;57;66;60;61;107;66
FRAEX38873_v2_000289970;0;0;0;0;0;0
FRAEX38873_v2_000290180;101;124;161;211;276;166
FRAEX38873_v2_000290230;7;14;15;9;13;16
FRAEX38873_v2_000290440;521;487;517;605;502;725
FRAEX38873_v2_000290450;28;15;9;48;92;150
FRAEX38873_v2_000290460;318;531;562;825;1662;1323
FRAEX38873_v2_000290470;1350;1579;1998;1654;2025;1661
FRAEX38873_v2_000290480;0;4;0;0;0;0
FRAEX38873_v2_000290490;94;91;190;448;571;251
FRAEX38873_v2_000290500;681;902;696;1167;1333;1148
FRAEX38873_v2_000290630;0;0;0;0;0;0
FRAEX38873_v2_000290720;25;28;36;25;19;10
FRAEX38873_v2_000290750;0;0;0;0;0;0
FRAEX38873_v2_000291020;598;522;543;804;755;900
FRAEX38873_v2_000291030;0;1;0;0;0;1
FRAEX38873_v2_000291040;0;0;0;0;0;0
FRAEX38873_v2_000291130;58;39;48;16;23;16
FRAEX38873_v2_000291150;0;1;0;0;0;0
FRAEX38873_v2_000291160;252;327;415;664;373;412
FRAEX38873_v2_000291170;0;0;0;6;0;0
FRAEX38873_v2_000291180;1;0;0;0;0;21
FRAEX38873_v2_000291200;149;127;136;374;353;309
FRAEX38873_v2_000291210;292;328;410;538;599;449
FRAEX38873_v2_000291220;9;4;5;17;7;8
FRAEX38873_v2_000291230;0;0;0;0;4;2
FRAEX38873_v2_000291240;649;899;618;1215;979;1704
FRAEX38873_v2_000291250;37;26;6;22;19;45
FRAEX38873_v2_000291270;0;30;11;0;2;2
FRAEX38873_v2_000291520;17;4;9;47;34;26
FRAEX38873_v2_000291570;0;0;2;16;2;0
FRAEX38873_v2_000291630;1;0;1;0;0;0
FRAEX38873_v2_000291650;3;4;0;3;3;2
FRAEX38873_v2_000291690;46;21;26;16;11;12
FRAEX38873_v2_000291700;12;0;4;0;3;0
FRAEX38873_v2_000291710;0;0;0;0;0;0
FRAEX38873_v2_000292140;110;137;73;128;117;261
FRAEX38873_v2_000292280;17;46;39;1;3;1
FRAEX38873_v2_000292310;1018;1113;1203;1657;1511;1176
FRAEX38873_v2_000292320;0;0;0;0;0;0
FRAEX38873_v2_000292440;33;12;27;0;105;9
FRAEX38873_v2_000292470;5;0;0;0;2;0
FRAEX38873_v2_000292490;0;0;0;0;0;0
FRAEX38873_v2_000292500;0;0;0;0;0;0
FRAEX38873_v2_000292510;0;0;0;0;0;0
FRAEX38873_v2_000292540;0;2;0;0;1;0
FRAEX38873_v2_000292590;13;41;18;4;2;1
FRAEX38873_v2_000292600;78;50;75;125;108;138
FRAEX38873_v2_000292690;0;0;0;0;0;1
FRAEX38873_v2_000292870;0;0;0;9;3;0
FRAEX38873_v2_000292890;0;0;2;0;2;3
FRAEX38873_v2_000293130;16;1;9;7;8;6
FRAEX38873_v2_000293320;66;69;81;56;104;104
FRAEX38873_v2_000293380;240;322;244;99;71;174
FRAEX38873_v2_000293540;0;0;0;0;0;0
FRAEX38873_v2_000293610;6;10;3;11;11;10
FRAEX38873_v2_000293690;0;0;0;0;3;0
FRAEX38873_v2_000293750;6;0;0;2;1;0
FRAEX38873_v2_000293760;28;43;4;6;0;189
FRAEX38873_v2_000293770;0;0;0;0;9;4
FRAEX38873_v2_000293810;24;38;38;63;20;92
FRAEX38873_v2_000293860;1305;1170;1332;1549;566;722
FRAEX38873_v2_000293940;0;0;0;0;0;0
FRAEX38873_v2_000293950;359;396;589;471;686;696
FRAEX38873_v2_000293980;3672;2436;3552;2102;2245;2313
FRAEX38873_v2_000294040;0;0;0;0;0;0
FRAEX38873_v2_000294060;0;0;0;0;0;0
FRAEX38873_v2_000294410;0;0;2;0;0;0
FRAEX38873_v2_000294460;316;441;413;403;567;404
FRAEX38873_v2_000294470;615;173;38;150;2;308
FRAEX38873_v2_000294480;743;723;803;551;440;698
FRAEX38873_v2_000294490;67;29;64;725;423;1282
FRAEX38873_v2_000294500;3573;3224;4077;2612;2088;2183
FRAEX38873_v2_000294510;233;192;312;156;158;226
FRAEX38873_v2_000294520;0;0;36;63;228;6
FRAEX38873_v2_000294530;436;262;344;151;147;273
FRAEX38873_v2_000294540;407;376;317;240;218;367
FRAEX38873_v2_000294550;487;621;869;833;661;415
FRAEX38873_v2_000294560;177;191;140;146;164;180
FRAEX38873_v2_000294570;119;145;146;84;77;136
FRAEX38873_v2_000294580;589;390;788;127;93;478
FRAEX38873_v2_000294590;1017;1689;1421;1193;1336;1658
FRAEX38873_v2_000294760;2;0;0;2;3;2
FRAEX38873_v2_000294850;0;0;0;0;0;0
FRAEX38873_v2_000294880;0;2;0;1;3;2
FRAEX38873_v2_000294900;174;286;258;277;153;286
FRAEX38873_v2_000294920;0;0;0;0;0;0
FRAEX38873_v2_000294930;0;0;0;0;0;0
FRAEX38873_v2_000294940;1417;2263;1675;2345;4231;2725
FRAEX38873_v2_000295200;1787;1358;2068;11426;29838;11946
FRAEX38873_v2_000295240;6;14;4;0;0;0
FRAEX38873_v2_000295330;0;0;0;0;0;5
FRAEX38873_v2_000295370;33;14;31;11;6;13
FRAEX38873_v2_000295800;4;12;30;6;4;1
FRAEX38873_v2_000295860;3;4;0;38;19;90
FRAEX38873_v2_000296050;770;642;601;450;402;657
FRAEX38873_v2_000296090;13;10;17;8;7;15
FRAEX38873_v2_000296210;0;0;0;0;0;0
FRAEX38873_v2_000296310;0;0;0;0;0;0
FRAEX38873_v2_000296420;0;0;0;0;0;0
FRAEX38873_v2_000296430;30;13;41;17;3;4
FRAEX38873_v2_000296590;19;4;15;12;8;12
FRAEX38873_v2_000296610;0;0;0;0;0;1
FRAEX38873_v2_000296690;37;16;0;43;37;54
FRAEX38873_v2_000296700;138;154;100;48;38;49
FRAEX38873_v2_000296710;3157;2554;3267;1606;2111;1790
FRAEX38873_v2_000296860;0;0;0;0;0;0
FRAEX38873_v2_000296870;0;0;0;3;0;6
FRAEX38873_v2_000296880;372;309;352;302;417;398
FRAEX38873_v2_000296890;0;0;1;64;133;168
FRAEX38873_v2_000296960;0;0;0;0;0;0
FRAEX38873_v2_000296970;0;3;1;0;3;0
FRAEX38873_v2_000296980;0;0;0;0;0;0
FRAEX38873_v2_000297350;2;5;0;8;3;9
FRAEX38873_v2_000297390;2;13;27;4;14;2
FRAEX38873_v2_000297400;299;263;274;197;97;150
FRAEX38873_v2_000297520;8;0;14;64;52;3
FRAEX38873_v2_000297850;85;79;98;129;180;130
FRAEX38873_v2_000297860;816;683;394;147;89;544
FRAEX38873_v2_000297870;506;704;603;805;758;539
FRAEX38873_v2_000297930;4;24;6;96;28;197
FRAEX38873_v2_000297950;45;29;50;60;52;49
FRAEX38873_v2_000298110;0;0;0;0;0;0
FRAEX38873_v2_000298580;0;0;4;0;13;0
FRAEX38873_v2_000298590;1785;1678;1856;1174;1533;1604
FRAEX38873_v2_000298600;505;429;413;346;357;310
FRAEX38873_v2_000298610;262;259;193;160;176;177
FRAEX38873_v2_000298730;0;0;2;0;0;1
FRAEX38873_v2_000298740;325;375;366;494;728;471
FRAEX38873_v2_000298990;0;2;0;5;0;0
FRAEX38873_v2_000299130;271;139;175;64;81;95
FRAEX38873_v2_000299140;0;0;0;0;0;0
FRAEX38873_v2_000299150;3;0;6;8;0;4
FRAEX38873_v2_000299190;62;64;52;29;45;38
FRAEX38873_v2_000299230;2;5;0;0;1;0
FRAEX38873_v2_000299250;0;0;0;0;0;0
FRAEX38873_v2_000299330;155;171;135;74;89;69
FRAEX38873_v2_000299340;0;0;0;0;0;0
FRAEX38873_v2_000299630;17;1;2;2;0;0
FRAEX38873_v2_000299640;224;147;195;233;231;266
FRAEX38873_v2_000299660;3421;2931;2595;2953;4609;3345
FRAEX38873_v2_000299670;558;683;486;313;214;341
FRAEX38873_v2_000299680;2;4;28;2;2;1
FRAEX38873_v2_000299710;84;47;59;59;69;69
FRAEX38873_v2_000299730;75;40;110;60;87;40
FRAEX38873_v2_000299920;4037;3934;3855;2285;2202;2504
FRAEX38873_v2_000299940;0;0;0;4;1;0
FRAEX38873_v2_000300000;0;3;1;51;0;0
FRAEX38873_v2_000300070;0;26;16;10;1;25
FRAEX38873_v2_000300090;0;0;0;0;0;0
FRAEX38873_v2_000300750;0;22;30;37;1;16
FRAEX38873_v2_000300760;0;0;3;0;0;0
FRAEX38873_v2_000300820;287;98;198;47;13;38
FRAEX38873_v2_000300830;0;0;0;0;0;0
FRAEX38873_v2_000300900;55;134;113;54;10;168
FRAEX38873_v2_000300910;31860;38011;29567;10753;2798;9569
FRAEX38873_v2_000300940;0;0;0;0;0;0
FRAEX38873_v2_000300970;260;317;253;250;176;254
FRAEX38873_v2_000301140;41;9;42;8;14;28
FRAEX38873_v2_000301150;16;41;30;29;49;36
FRAEX38873_v2_000301160;2;4;20;4;12;0
FRAEX38873_v2_000301230;0;0;15;0;0;0
FRAEX38873_v2_000301240;62;83;92;454;188;448
FRAEX38873_v2_000301260;332;260;313;181;177;248
FRAEX38873_v2_000301290;0;6;0;6;9;31
FRAEX38873_v2_000301350;0;0;0;0;0;0
FRAEX38873_v2_000301360;0;0;0;0;0;0
FRAEX38873_v2_000301390;0;0;0;0;0;0
FRAEX38873_v2_000301420;0;0;0;0;0;0
FRAEX38873_v2_000301430;58;32;74;36;49;56
FRAEX38873_v2_000301600;0;0;0;0;0;0
FRAEX38873_v2_000301610;0;0;0;0;0;0
FRAEX38873_v2_000301710;79;3;77;0;13;13
FRAEX38873_v2_000301720;0;0;0;0;5;0
FRAEX38873_v2_000301730;53;25;201;748;873;471
FRAEX38873_v2_000301740;492;576;502;788;557;721
FRAEX38873_v2_000301760;96;114;162;118;121;107
FRAEX38873_v2_000301790;104;88;113;67;48;104
FRAEX38873_v2_000301830;0;0;0;4;17;0
FRAEX38873_v2_000301860;0;0;0;0;0;0
FRAEX38873_v2_000301880;25;33;38;27;8;14
FRAEX38873_v2_000302090;0;1;1;0;3;1
FRAEX38873_v2_000302130;34;22;23;20;16;38
FRAEX38873_v2_000302140;0;0;0;0;0;0
FRAEX38873_v2_000302160;0;0;0;0;5;0
FRAEX38873_v2_000302460;49;8;37;12;9;43
FRAEX38873_v2_000302510;256;153;168;240;349;90
FRAEX38873_v2_000302750;33;26;16;24;25;13
FRAEX38873_v2_000302840;99;51;35;205;235;107
FRAEX38873_v2_000302870;52;40;59;681;288;39
FRAEX38873_v2_000303190;4098;4806;3902;3592;4133;4110
FRAEX38873_v2_000303210;0;0;0;0;0;0
FRAEX38873_v2_000303250;0;0;0;0;0;0
FRAEX38873_v2_000303350;116;182;123;157;162;147
FRAEX38873_v2_000303360;0;0;0;0;3;4
FRAEX38873_v2_000303380;0;0;0;0;0;0
FRAEX38873_v2_000303640;0;8;0;0;0;0
FRAEX38873_v2_000303690;5;0;5;284;719;31
FRAEX38873_v2_000303700;32;36;27;177;154;291
FRAEX38873_v2_000303710;0;1;0;0;1;0
FRAEX38873_v2_000303750;10;9;9;14;9;24
FRAEX38873_v2_000303760;0;2;0;0;0;0
FRAEX38873_v2_000303840;9;19;8;6;31;16
FRAEX38873_v2_000303870;808;1174;2948;816;676;982
FRAEX38873_v2_000303880;0;0;0;164;10;3
FRAEX38873_v2_000304480;0;0;0;0;0;0
FRAEX38873_v2_000304490;0;0;0;0;0;0
FRAEX38873_v2_000304500;0;0;0;0;0;0
FRAEX38873_v2_000304520;100;53;32;65;97;57
FRAEX38873_v2_000304530;181;112;195;1138;2096;713
FRAEX38873_v2_000304540;975;922;924;711;577;671
FRAEX38873_v2_000304550;0;0;0;0;0;0
FRAEX38873_v2_000304560;59;16;18;9;21;14
FRAEX38873_v2_000304650;0;0;0;0;0;0
FRAEX38873_v2_000304660;8;26;1;35;36;66
FRAEX38873_v2_000304720;37;14;20;45;58;51
FRAEX38873_v2_000304730;0;0;0;0;0;0
FRAEX38873_v2_000304840;0;0;0;0;0;0
FRAEX38873_v2_000304850;0;2;7;0;0;0
FRAEX38873_v2_000305100;19;18;39;52;0;1
FRAEX38873_v2_000305110;0;0;0;0;0;0
FRAEX38873_v2_000305250;6;11;18;7;9;9
FRAEX38873_v2_000305260;9;0;10;6;2;0
FRAEX38873_v2_000305280;93;185;133;178;167;313
FRAEX38873_v2_000305510;0;0;0;0;0;0
FRAEX38873_v2_000305530;622;1028;639;865;1195;1016
FRAEX38873_v2_000305540;103;73;31;135;71;328
FRAEX38873_v2_000305560;0;1;10;15;0;3
FRAEX38873_v2_000305710;5;0;2;1;5;6
FRAEX38873_v2_000305720;9;3;18;123;188;6
FRAEX38873_v2_000305880;0;3;4;18;25;16
FRAEX38873_v2_000305890;169;139;94;73;42;101
FRAEX38873_v2_000305900;0;0;0;0;0;0
FRAEX38873_v2_000305920;2152;1170;1502;1307;1483;1510
FRAEX38873_v2_000305930;0;1;0;0;0;0
FRAEX38873_v2_000305940;0;11;3;0;1;13
FRAEX38873_v2_000305950;5;102;19;38;19;103
FRAEX38873_v2_000306110;0;16;5;11;8;17
FRAEX38873_v2_000306120;0;0;0;0;0;0
FRAEX38873_v2_000306160;0;0;0;0;0;0
FRAEX38873_v2_000306210;67;49;93;26;21;69
FRAEX38873_v2_000306220;0;0;0;2;0;0
FRAEX38873_v2_000306300;0;0;0;0;0;0
FRAEX38873_v2_000306310;0;12;0;42;12;92
FRAEX38873_v2_000306320;1029;995;1081;318;307;640
FRAEX38873_v2_000306330;220;150;198;257;223;275
FRAEX38873_v2_000306340;0;1;0;0;0;1
FRAEX38873_v2_000306360;3;7;10;9;6;9
FRAEX38873_v2_000306380;0;0;0;0;0;0
FRAEX38873_v2_000306390;0;0;5;0;0;0
FRAEX38873_v2_000306400;53;9;43;16;12;29
FRAEX38873_v2_000306430;0;1;11;3;1;0
FRAEX38873_v2_000306480;1235;820;1322;1045;1046;1255
FRAEX38873_v2_000306490;0;0;0;0;0;0
FRAEX38873_v2_000306540;302;384;173;633;701;566
FRAEX38873_v2_000306550;670;803;804;336;166;194
FRAEX38873_v2_000306610;0;0;0;0;0;0
FRAEX38873_v2_000306640;178;27;63;28;3;31
FRAEX38873_v2_000306660;760;495;616;390;459;435
FRAEX38873_v2_000306700;0;2;0;0;0;3
FRAEX38873_v2_000306710;730;637;657;731;942;705
FRAEX38873_v2_000306720;0;0;2;6;6;0
FRAEX38873_v2_000306730;683;649;860;940;921;1012
FRAEX38873_v2_000306740;1862;2303;3298;2489;1098;1179
FRAEX38873_v2_000306750;20233;26662;22012;22187;26349;23030
FRAEX38873_v2_000306790;0;3;4;0;10;6
FRAEX38873_v2_000306800;0;4;17;2;0;0
FRAEX38873_v2_000306810;0;0;0;0;2;0
FRAEX38873_v2_000306820;472;497;407;447;427;492
FRAEX38873_v2_000306830;2;10;13;8;4;40
FRAEX38873_v2_000306940;46;28;68;166;240;81
FRAEX38873_v2_000306960;17;28;4;15;23;30
FRAEX38873_v2_000306970;86;39;61;71;43;40
FRAEX38873_v2_000306990;0;0;1;0;0;0
FRAEX38873_v2_000307040;29;4;5;49;13;12
